Attempt Regex,DeepSeek Output
(((1?)*|(11?)*)|(111?)*)|0*,"positive example: [""0"", ""00"", ""1"", ""11"", ""111"", ""01"", ""001"", ""0001"", ""10"", ""100"", ""110"", ""1110""], negative example: [""2"", ""01a"", ""001b"", ""10c"", ""110d"", ""111e"", ""0002"", ""a0"", ""b00"", ""c1"", ""d11"", ""e111""]"
aa*|a*b*,"positive example: [a, aa, aaa, b, ab, aab, aabb], negative example: [ba, baa, aba, aaba, bba]"
(a|bb)*(b)+(a|bb)*,"positive example: [ ""aabba"", ""bbbb"", ""aabbbba"", ""bba"", ""abba"" ],  
negative example: [ ""a"", ""bb"", ""aaa"", ""bbaa"", ""abab"" ]"
1(11)*|0*,"positive example: [1, 111, 11111, 0, 00, 000], negative example: [11, 101, 110, 011, 1110, 0001]"
(a|b)*baa+,"positive example: [baa, abbaa, bbaa, aabaa], negative example: [a, b, ab, baba, aab]"
(a*baa*),"positive example: [ba, aba, aabaa, baa, aabaaa], negative example: [aa, b, aab, ab, aaaa]"
(a|b)(a|b)aa+,"positive example: [aaaa, baaa, aabaa, bbaaa], negative example: [a, b, aa, ab, ba, bb, aaa, aba, abb, baa, bba, bab, bbb]"
(a)(b)(aa*),"positive example: [aba, abaa, abaaa], negative example: [ab, aaa, baa]"
0*0*|110*1,"positive example: [0, 00, 110, 1100, 000, 11001], negative example: [1, 01, 10, 111, 101, 1001]"
a*(b*|bbb*)a*,"positive example: [""a"", ""b"", ""aa"", ""ab"", ""ba"", ""aaa"", ""abb"", ""bba"", ""abbb"", ""bbba"", ""aabbaa""],  
negative example: [""aba"", ""bab"", ""aabab"", ""baab"", ""abab"", ""aaba"", ""bbab"", ""abbba""]"
(a|b)(bb)*,"positive example: [a, b, abb, bbb, abbbb, bbbbb], negative example: [aa, ba, ab, bb, aab, bba]"
0*1(11)*0*1*,"positive example:[""01"", ""0111"", ""0001111"", ""0110"", ""0001110""], negative example:[""0"", ""1"", ""001"", ""110"", ""00011101""]"
(a)*b*(a)(a),"positive example: [aabaa, baa, aaba, aabaaa], negative example: [ab, b, aa, aab]"
(a)*bb*(a)*,"positive example: [abba, aabba, bba, abbba, aabbba], negative example: [aba, aa, b, abab, aabaa]"
(0*(1)0*(1)*)|(0*),"positive example: [""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""000"", ""001"", ""010"", ""011"", ""100"", ""101"", ""110"", ""111"", ""0000"", ""0001"", ""0010"", ""0011"", ""0100"", ""0101"", ""0110"", ""0111"", ""1000"", ""1001"", ""1010"", ""1011"", ""1100"", ""1101"", ""1110"", ""1111""],  
negative example: [""2"", ""a"", ""12"", ""20"", ""21"", ""22"", ""102"", ""120"", ""201"", ""210"", ""211"", ""012"", ""021"", ""121"", ""112"", ""122"", ""0123"", ""1230"", ""1201"", ""2010"", ""2101"", ""2110"", ""2112""]"
"(a*(ab{2,})*)*","positive example: [""a"", ""aa"", ""aabbaa"", ""abba"", ""aabbabba"", ""aaaabbaabba""], negative example: [""ab"", ""aba"", ""aabbab"", ""abab"", ""ba"", ""baba""]"
(a|ab|ba)*,"positive example: [a, ab, ba, aab, baa, aba, abab, baba, aaa, abba], negative example: [b, bb, abb, bba, bab, abbb, babb, bbbb, ababab, babaab]"
a*(b*|bb)a*(b|bb*)a*,"positive example: [""abba"", ""aabbaa"", ""bb"", ""aaabbba"", ""ab""],  
negative example: [""baba"", ""aabab"", ""bab"", ""baab"", ""abab""]"
(a*b*)*bba(a*b*)*b,"positive example: [abbaab, aabbbab, bbab, aabbaab, bbbaab], negative example: [abab, aaab, bbb, aaa, abbba]"
(aaa)*(aba)*(a+b)*,"positive example: [aaa, aba, aaaaba, aab, baa, aaaabab, aaaabaab, aaaaaaaba], negative example: [aaab, abaa, aabaa, baba, abab, aabab, baaaab, abaaa]"
(a|b)*bb(a|b)*,"positive example: [bb, abb, bba, abba, bababba], negative example: [a, b, aba, abab, baba]"
(ab+ba)*(ba+ab)*,"positive example: [ab, ba, abba, baab, ababba, baabab, abab, baba],  
negative example: [a, b, aa, bb, aba, bab, abb, baa]"
b*a(b|ab*a)*,"positive example: [""a"", ""ba"", ""bab"", ""bbaa"", ""bbabba""], negative example: ["""", ""b"", ""bb"", ""bbb"", ""ababab""]"
((10*)1*)0*,"positive example: [100, 1010, 1100, 1000, 10100], negative example: [0, 01, 001, 0001, 010]"
a(a+b)*a(a+b)*,"positive example: [aa, aba, aabba, aabaa, aabbba], negative example: [a, b, ab, ba, abb]"
a*(baaa*)*,"positive example: [""a"", ""aa"", ""baa"", ""baaaa"", ""abaaa"", ""aabaaaa""],  
negative example: [""b"", ""aba"", ""ba"", ""baab"", ""aaba"", ""baaab""]"
(a*b)+,"positive example: [ab, aab, aaab, b, abab, aabaab], negative example: [ba, aba, aaa, baba, aaaba]"
aa|ab|ba|bbaaa+,"positive example: [aa, ab, ba, bbaaa, bbaaaa], negative example: [a, b, aba, bba, bbaa]"
a*b*aa+,"positive example: [""aa"", ""baa"", ""aabaa"", ""aaa"", ""baaa""], negative example: [""ab"", ""ba"", ""aba"", ""aab"", ""baba""]"
((a|b)*(bb)(a|b)*)*,"positive example: [bb, abba, bbab, aabbaa, bbb, ababbbaba], negative example: [a, b, aba, bab, aaab, bbaa]"
a(ba|bb)*,"positive example: [a, aba, abba, ababba, abbbba], negative example: [b, ab, aab, bba, abab]"
0*1(0*10*110*)*,"positive example: [ ""1"", ""1011"", ""010110"", ""0001010110"", ""101011011"" ],  
negative example: [ ""0"", ""01"", ""101"", ""0101"", ""1010110"" ]"
(aa)*(bb)*,"positive example: [aa, bb, aaaa, bbbb, aaaabbbb, aabb, aaabbbb], negative example: [a, b, ab, ba, aab, abb, aabbaa]"
(a|b)+(a|b)*b,"positive example: [aaab, abab, bbb, abbb, aab], negative example: [aaa, aba, bba, a, b]"
0*1+(0*1+0*)*,"positive example: [ ""01"", ""001"", ""0001"", ""010"", ""00100"", ""01010"", ""001010"", ""0001001"" ]  
negative example: [ ""0"", ""1"", ""10"", ""100"", ""000"", ""111"", ""101"", ""0010"", ""0100"" ]"
(1+0*(10+)*1+)*|((0+1)*0)*|1,"positive example: [""11"", ""0101"", ""1001"", ""1010"", ""110"", ""0000"", ""00100"", ""1""],  
negative example: ["""", ""00"", ""010"", ""101"", ""0011"", ""1110"", ""0100"", ""0001""]"
(a*|(bb)*)b*,"positive example: [""a"", ""bb"", ""b"", ""aaab"", ""bbb"", ""aab"", ""bbbb""], negative example: [""abab"", ""aba"", ""ba"", ""baba"", ""ab"", ""aabb""]"
0*10*1*1*0,"positive example: [01010, 001100, 0001000, 0110, 010110],  
negative example: [0, 1, 01, 10, 0011]"
((a|bb)(a|b)(a|bb))+,"positive example: [aaa, bbaa, aabba, bbaabba], negative example: [a, bb, ab, bba, aab, bbba]"
((0|1)*(01)(0|1)*(10)(0|1)*)*|((0|1)*(10)(0|1)*(01)(0|1)*)*,"positive example: [""0101"", ""1010"", ""010110"", ""101001"", ""001100110"", ""110011001""],  
negative example: ["""", ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0011"", ""1100""]"
0*|1*|(0*1+0*1+0*)|(1*0+1*0+1*),"positive example: ["""", ""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""000"", ""111"", ""00100"", ""11011""],  
negative example: [""01"", ""10"", ""0011"", ""1100"", ""0101"", ""1010"", ""000111"", ""111000""]"
a|ba|ba|b*aaaa*,"positive example: [""a"", ""ba"", ""ba"", ""b"", ""baaaa"", ""aaaa""], negative example: [""ab"", ""bba"", ""baa"", ""bb"", ""aaaab"", ""bbaaaa""]"
(a|ab+|b)+ab+,"positive example: [abab, aabab, babab, abbaab, aabbaab], negative example: [a, b, ab, abb, ba, bba]"
0*(1)*,"positive example: [0, 1, 00, 11, 0001, 0111], negative example: [01, 10, 0010, 1100, 0101]"
(b|(ab|ba)+),"positive example: [b, ab, ba, abab, baba, abba, baab, ababab, bababa], negative example: [a, bb, aba, abb, baa, aab, bbba, aaab, bbbb]"
1+0+1+0+1+0+1+0+1+|0+1+0+1+0+1+0+1+0+|1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+,"positive example: [ ""1010101010"", ""010101010"", ""1101101"", ""00100100"", ""1"", ""0"", ""0101010"", ""1010101"" ],  
negative example: [ ""101010101"", ""01010101"", ""11011011"", ""001001001"", ""2"", ""01"", ""101010"", ""01010"" ]"
10*(10*)*,"positive example: [10, 1010, 10010, 101010], negative example: [1, 0, 110, 101]"
(110|10|0*)*,"positive example: [""110"", ""10"", ""0"", ""11010"", ""00110"", ""000"", ""10110"", ""110110"", """"],  
negative example: [""1"", ""11"", ""01"", ""101"", ""1110"", ""1001"", ""1101"", ""1010"", ""011""]"
(a+b)*(b+bb)*(a+b)*,"positive example: [ab, bba, abba, aab, bbb, abab, baba, aabb], negative example: [aa, aaa, aba, baa, babab, bbba, abbbb, aabab]"
b*b(a|b)*|(a|b)*bb*,"positive example: [bb, bba, abba, bbb, aab, baa], negative example: [a, aa, aba, bab, abab]"
((1+)+)*|0*,"positive example: [""0"", ""00"", ""000"", ""1"", ""11"", ""111"", ""1111"", ""10"", ""110"", ""1110"", ""11110""], negative example: [""01"", ""011"", ""0111"", ""101"", ""1101"", ""11101"", ""2"", ""12"", ""112"", ""1112"", ""11112""]"
([b]*aa),"positive example: [aa, baa, bbaa], negative example: [a, b, ab]"
b*(ab+ba+b)*b*a*,"positive example: [bbabbaa, bbaab, abab, bbbba, aaa], negative example: [baaab, abbaa, bbabab, aabba, baaabab]"
(0+1+0)|(1+1+0)|(1+1)|(0+0)|(1+0)|(0+1),"positive example: [010, 110, 11, 00, 10, 01], negative example: [001, 111, 101, 011, 000, 100]"
(a|b)?a*b(a?),"positive example: [ba, aaab, aab, bba, aabba], negative example: [abab, baba, aa, bb, abbaa]"
(0)*(1*)(0)*,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""001"", ""100"", ""0000"", ""1111"", ""001100""],  
negative example: [""01"", ""10"", ""101"", ""1100"", ""0011"", ""0110"", ""1001"", ""0101"", ""1010"", ""11001""]"
0?|0|1|(010)*(101)*|(01)*|(10)*,"positive example: [""0"", """", ""1"", ""010101"", ""101010"", ""01"", ""10"", ""010101010"", ""101010101""],  
negative example: [""00"", ""11"", ""001"", ""110"", ""0101"", ""1010"", ""01010"", ""10101"", ""010010"", ""101101""]"
(01*)(010)*|(10)*(101)*,"positive example: [""010"", ""1010"", ""01010"", ""101010"", ""0101010"", ""10101010""],  
negative example: [""0"", ""1"", ""00"", ""11"", ""100"", ""011"", ""1001"", ""0110""]"
a*|(b*aa)*a*,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""bb"", ""bba"", ""baa"", ""baaaa"", ""aabaa""],  
negative example: [""ab"", ""aba"", ""ba"", ""bab"", ""bbaab"", ""baab"", ""aab""]"
(1+(0*1+))*|(0+(1*0*)0*)*,"positive example: [1101, 10101, 111, 0000, 01010], negative example: [100, 0011, 1010, 0001, 1100]"
(a|b)*b+bb+(a|b)*,"positive example: [bb, abb, bbaa, abbb, babba], negative example: [a, ba, ab, baba, aab]"
a*(b(aa+))*,"positive example: [""aabaa"", ""baa"", ""aaaabaaaa"", ""b"", ""aabaaaa""], negative example: [""ab"", ""aba"", ""ba"", ""aab"", ""aaab""]"
b*aa,"positive example: [aa, baa, bbaa, bbbaa], negative example: [a, b, ab, ba, aba, baba]"
a*bb*a*bb*a*,"positive example: [""abba"", ""aabbaa"", ""bb"", ""abbba"", ""aaabbbaaa""],  
negative example: [""aba"", ""baab"", ""abab"", ""baba"", ""aaabaa""]"
(a*ba*ba*b)+|b,"positive example: [babab, b, ababab, aabaaabaaab, bbb], negative example: [a, aa, aba, abab, baba]"
((1?|11?)|111?)*|0*,"positive example: ["""", ""0"", ""00"", ""1"", ""11"", ""111"", ""011"", ""110"", ""1110"", ""0011"", ""11100""],  
negative example: [""2"", ""01a"", ""1112"", ""a0"", ""101"", ""1101"", ""0012"", ""111a""]"
(0|1)(0|1)(0|1)((0|1)?),"positive example: [0000, 1111, 0101, 100, 0010], negative example: [00, 11, 01, 10, 000]"
b*(a+b)*b*,"positive example: [bb, ab, bbb, abb, baba], negative example: [a, aa, aba, baa, abab]"
((a+b)(a+b))*(a+b)*,"positive example: [aa, ab, ba, bb, aaaa, abab, baba, bbbb, aabbaa, ababab, babaab, bbbbaa],  
negative example: [a, b, aab, bba, aaaab, bbbba, abbaa, babab, aabbb, bbaaa]"
(a*)|(a*baa*),"positive example: [""a"", ""aa"", ""aaa"", ""ba"", ""aba"", ""aabaa"", ""baaa""], negative example: [""b"", ""ab"", ""aab"", ""bab"", ""aaba"", ""baab""]"
a*b(bb+|a*)*,"positive example: [ab, aab, abb, aabb, abbb, aaabbb, aabbb, abbbb], negative example: [ba, baa, bba, baba, bbba, a, b, bbbba]"
a*b*(bb)*b*a*,"positive example: [aab, bba, aaabbb, ab, b, a, bbba, aabbba],  
negative example: [abab, baba, aabba, bbaa, aba, bab, aaabba, bbaab]"
(a*)b((a*)(b(a*b)b))+a*,"positive example: [""bab"", ""aabaaabaaa"", ""baabababbaa""], negative example: [""ab"", ""baa"", ""aabba""]"
"[ab]b+a{2,}","positive example: [abbaaa, abbbaa, bbbaaaa], negative example: [ab, bba, aab, baa]"
(0+1*0+)*|((1+0*)*10+1+)*|1*|0*,"positive example: [""0"", ""10"", ""010"", ""100"", ""110"", ""1110"", ""000"", ""10101"", ""111"", ""0000""],  
negative example: [""2"", ""01a"", ""11b0"", ""00c"", ""1012"", ""a10"", ""b1"", ""c0"", ""1a0"", ""0b1""]"
(ba*ba*ba*)*a*ba,"positive example: [bababa, bbaabbaa, baaabaaabaa, baaaaa, baba],  
negative example: [baaab, bba, aabaa, baaaab, bbaaabaa]"
b*ab*(ab*ab*)*,"positive example: [ab, aab, aba, aaba, aaab, abab, aabab, abaaab], negative example: [b, bb, bbb, abba, baba, baab, bbaa, ababba]"
(a|b)b?,"positive example: [a, b, ab, bb], negative example: [aa, ba, aab, bba]"
ab|ab+(a|b)*aaa,"positive example: [ab, abbaaa, abbaaabaaa], negative example: [a, b, aba, abbaa, abbaab]"
(a)*baa(a|b),"positive example: [baa, abaa, aabaa, baaa, baaab], negative example: [a, b, aa, ab, ba, aba, aab, bba, aaba, abab]"
(0|1*),"positive example: ["""", ""0"", ""1"", ""11"", ""111""], negative example: [""01"", ""10"", ""001"", ""101""]"
[a-b]*[b]+a{2}[a-b]*,"positive example: [baa, bbaa, abaa, baaaa, bbaaaa], negative example: [a, b, ab, ba, bba]"
1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*,"positive example: [""1"", ""0"", ""11"", ""00"", ""101"", ""010"", ""1111"", ""0000"", ""1010"", ""0101"", ""11011"", ""00100"", ""111"", ""000"", ""10101"", ""01010""],  
negative example: [""2"", ""01a"", ""10b"", ""0112"", ""1201"", ""a10"", ""b01"", ""123"", ""abc"", ""1012"", ""2101"", ""1a0"", ""0b1"", ""1c1"", ""0d0""]"
(ab+ba)*,"positive example: [ab, ba, abba, baab, ababba, babaab, abababba], negative example: [a, b, aa, bb, aba, bab, abb, baa, abab, baba]"
(ab+aa|bb+ba)*(a+b)*,"positive example: [ab, aa, bb, ba, aba, aab, bba, baa, abba, aaba, bbab, baaa, abab, aabb, bbaa, baba],  
negative example: [a, b, ababab, bbb, aaa, bab, babb, aabaab, abbb, baaab, ababba, bbaab, aabab, bbaaa]"
((ab|ba)(ab|ba)*(aa|ab|bb|ba)*)+(ab?),"positive example: [ababaaab, baababba, abbaab, baabab, abababab], negative example: [a, b, aba, baa, abbaa]"
(a+b+)|(b+a+)(aaa)+a*,"positive example: [aaabbb, bbaaaaaa, aabbaaaaa, bbaaa, aaaabbbaaa], negative example: [ab, ba, aab, bba, aabba]"
0*(0+1+)*0*,"positive example: [0, 00, 010, 00010, 100, 1010, 0000], negative example: [1, 01, 10, 011, 110, 111, 0001]"
(a+ab+b)*(ba+a)*,"positive example: [a, ab, b, ba, aab, bba, abba, aaba, baa, abab], negative example: [bb, aaab, baba, ababab, bbaa, aabb, bbb, aaa, abbb, baaa]"
1*(0+1+0+)*1*|1*|0*,"positive example: [""1"", ""0"", ""11"", ""00"", ""101"", ""110"", ""111"", ""000"", ""1010"", ""1111"", ""0000"", ""1001"", ""1100""],  
negative example: [""2"", ""01a"", ""10b"", ""abc"", ""120"", ""0112"", ""10101a"", ""00000b""]"
0*1(0*1)*,"positive example: [01, 001, 0101, 0001, 00101], negative example: [0, 1, 10, 100, 110]"
(b+)*(a+)*(b+)*(aaa+),"positive example: [bbbaaabaaa, baaabbaaa, bbbaaabbaaa, abbaaa],  
negative example: [baa, bba, aaa, bbaa]"
(bab)*,"positive example: [bab, babbab, babbabbab], negative example: [ba, ab, baba]"
(0*1+0*1+0*)*,"positive example: [""0101"", ""00110011"", ""010101"", ""0001100011"", ""01""],  
negative example: [""0"", ""1"", ""001"", ""110"", ""000111""]"
(ab)*(ba)*(ab?)|(ba)*(ab)*(ba?),"positive example: [abba, abab, baba, ab, ba, ababba, babaab, abbaab, ababab, babaabab],  
negative example: [a, b, abb, baa, abbb, baaa, ababbaa, babaaba, ababbaab, babaabba]"
a*b*aaa,"positive example: [aaa, baaa, aaaaaa, bbaaa, aabaaa], negative example: [aa, bb, aab, bba, aabba]"
((a|b)|[b]*aa),"positive example: [a, b, aa, baa, bbaa], negative example: [ab, ba, aab, aba, baba]"
(aabb)*,"positive example: [aabb, aabbaabb, aabbaabbaabb], negative example: [aa, bb, aab, bba, abab]"
(1(11)*)*0*1(11)*0*(1(11)*)*,"positive example: [ ""110"", ""11110"", ""1111110"", ""11111110"", ""1111111110"" ], negative example: [ ""0"", ""1"", ""10"", ""100"", ""1100"" ]"
a*ba*(ba*b)(a*b*)*,"positive example: [""aba"", ""abba"", ""abab"", ""abbba"", ""ababba""],  
negative example: [""a"", ""b"", ""aa"", ""bb"", ""ababab""]"
0*1+0*(1+)*0*,"positive example: [""010"", ""1110"", ""00011000"", ""1001"", ""111""], negative example: [""00"", ""11"", ""000"", ""1111"", ""01010""]"
(10*1)*|(01*0)*|0*|1*,"positive example: [""101"", ""010"", ""0"", ""1"", ""10101"", ""01010"", ""000"", ""111"", ""1001"", ""0110""], negative example: [""2"", ""00a"", ""b11"", ""102"", ""012"", ""1102"", ""201"", ""1012"", ""0102"", ""120""]"
(a+b(b*))*,"positive example: [a, ab, abb, aab, abbb, aaab, abab, abbbb], negative example: [b, ba, baa, bbb, baba, bba, baaa]"
b*ab*ab*,"positive example: [""aab"", ""baab"", ""bbab"", ""abab"", ""aaab""], negative example: [""b"", ""ab"", ""ba"", ""bb"", ""aba""]"
(ab+ba)*(a+b+b?)+(a+b)?,"positive example: [abba, aba, baa, a, b, ab, ba, abab, baba, abbba], negative example: [bb, aab, bbb, aa, abb, bba, ababab, babab, ababba, baaab]"
(a|bb)b*(a|bb)b*,"positive example: [aba, bbba, abba, bbab, bbaa], negative example: [a, bb, b, aa, bbbb]"
a|ba*b*aaa,"positive example: [a, baaaa, bbaaa, baa, bbaa], negative example: [ab, bba, aaa, bbb, aaab]"
((a+ab+ba+bb)*b)*,"positive example: [b, ab, ba, bb, abb, bab, bba, abab, bbab, abbb], negative example: [a, aa, aaa, aba, baa, aab, baaa, abaa, baba, aaab]"
a|b*,"positive example: [""a"", ""b"", ""bb"", ""bbb"", """"], negative example: [""c"", ""ab"", ""ba"", ""abc"", ""bca""]"
a*b+a*(bb)*,"positive example: [ab, aab, aabb, aaabbb, b, bb, bbb], negative example: [ba, aba, bba, abab, a, abba, baba]"
a*ab*(ab*ab*)*,"positive example: [""aab"", ""aabb"", ""aabab"", ""aaabab"", ""aababab"", ""ababab""],  
negative example: [""b"", ""aba"", ""baa"", ""abba"", ""aaba"", ""ababba""]"
1+,"positive example: [1, 11, 111], negative example: [ , 0, 01]"
[ab]*(baa)[a]*b*,"positive example: [baab, aabaaab, bbaaaab, abaaab, baaab], negative example: [ab, aab, baa, baaa, aabaa]"
a|b+a|b+a|b*a+a+a+a*,"positive example: [a, baa, bbaa, bbbaa, abbaa, aabbaa, aaa],  
negative example: [bb, aba, baba, abab, aabb, bbba, bbaab]"
(ab+ba)*(a+b)*,"positive example: [ab, ba, aba, baa, abab, baba, abba, a, b, abbaa], negative example: [abb, bba, aab, bbb, aaab, bbba, ababab, baaab, abbba, baaab]"
(1+0+)*(0+1+)*,"positive example: [11001, 101010, 000111, 111000, 1001], negative example: [1100a, 10101b, 00011c, 11100d, 1001e]"
(a*ba*)(a*ba*ba*ba*)*,"positive example: [aba, abababa, ababababa, abababababa, aabaaabaaaba], negative example: [a, b, aa, bb, ab, ba, aab, baa, abab, baba, ababab, bababa]"
((b)+(aaa+)),"positive example: [baaa, bbaaa, bbbaaa], negative example: [a, b, aa, bba, baaaab]"
(0+1)*11(0+1)*,"positive example: [110, 1110, 0111, 00110, 101101], negative example: [0, 1, 01, 10, 0101]"
b|(a*b?),"positive example: [b, a, ab, aab, aaab, aabb, aabbb], negative example: [ba, bb, aba, bba, aaa, bbb]"
a*|(bb)*b,"positive example: ["""", ""a"", ""aa"", ""aaa"", ""b"", ""bbb"", ""bbbbb""], negative example: [""ab"", ""ba"", ""bba"", ""bbab"", ""aab""]"
a*b(ba*(b|a)a)*,"positive example: [ab, aab, ababa, aababaa, aaabbaa], negative example: [b, ba, aba, baa, aaba]"
a*|(?:a*|b([a]{2})+)*,"positive example: [""a"", ""aa"", ""aaa"", ""b"", ""baa"", ""baaaa"", ""baaaaaa""], negative example: [""ab"", ""aba"", ""ba"", ""bb"", ""baaab"", ""aab""]"
(0|1)*01+(0|1),"positive example: [0101, 10101, 00110], negative example: [00, 111, 0100]"
(a|b)*(baa)+(a|b)*,"positive example: [baa, abaa, bbaaa, abbaa, baaab], negative example: [a, b, aba, baba, abab]"
"(a*b+a{2,})*","positive example: [""abbaa"", ""aabbaa"", ""bbaa"", ""aaaa"", ""baa""], negative example: [""a"", ""b"", ""aba"", ""ba"", ""aaab""]"
(b+a)*(bb)*(b+a)*,"positive example: [ba, bba, bbab, bbaa, bbbba], negative example: [a, b, ab, baa, abba]"
(a|ba*ba)*|(a|ba*b),"positive example: [a, ba, baa, baba, aaba, baaba, ababa, baabaa], negative example: [b, bb, bab, bba, bbaa, abab, bbaab, bbabaa]"
a*(b+)*,"positive example: [""a"", ""b"", ""aa"", ""bb"", ""aab"", ""abb"", ""aabb"", ""ab"", ""aabbb""],  
negative example: [""c"", ""ac"", ""bc"", ""abc"", ""aacb"", ""abca"", ""ba"", ""baba"", ""aabba""]"
ab*b,"positive example:[abb, abbb, ab], negative example:[a, b, aba]"
a+b*,"positive example: [a, aa, aab, aabb, ab, abb], negative example: [b, bb, bbb, aba, baa, abab]"
(0+1)*,"positive example: [0, 1, 01, 10, 000, 111, 0101, 1010], negative example: [2, 3, 12, 20, 0012, 110a, 0123, 101b]"
(0*1|(11)*|(101)*|111|10),"positive example: [""0"", ""1"", ""11"", ""101"", ""111"", ""10"", ""001"", ""0001"", ""1111"", ""10101""],  
negative example: ["""", ""00"", ""01"", ""110"", ""100"", ""1010"", ""1110"", ""1011"", ""0101"", ""0111""]"
