Attempt Regex,DeepSeek Output
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 0000, 0011, 0101, 0110, 10001, 10100, 11000, 11101, 11110, 00000, 00101, 01010, 01100, 10010, 101000, 101011, 11011, 111000]"
(a+(bb))*,"positive example: [a, aa, bb, aabb, aaa, bbaa, aabbaa], negative example: [b, ab, ba, aba, baba, aab, bbb]"
a*(bb)*a*,"positive example: [""a"", ""bb"", ""aaa"", ""bbbb"", ""aabbaa"", ""aaabbb"", ""abba""],  
negative example: [""ab"", ""ba"", ""aba"", ""bab"", ""aab"", ""bba"", ""abab""]"
(bab)(a|b)*,"positive example: [baba, babab, babaa, babb, babba], negative example: [ba, bb, b, a, ab]"
(ba*a*)(ba*a*b)*,"positive example: [baa, baab, baaaab, baaabaaab, baaaabaaab], negative example: [b, bb, bab, baba, baaabab]"
((a|b)(a|b))(a*)(b*)aaa,"positive example: [aabaaa, baaaaa, aabbbaaa, bbaaaaa], negative example: [abba, aabba, bbaa, aabbba]"
1*00001*,"positive example: [0000, 100001, 10000001, 00001, 10000], negative example: [000, 1000, 1000001, 10001, 0001]"
(0*(10*1)*0*10*)|(0*1(10*1)*0*(10*1)*0*),"positive example: [""010"", ""00100"", ""01010"", ""0110"", ""0010100""],  
negative example: [""00"", ""11"", ""0101"", ""001100"", ""000111""]"
a*ba*|b,"positive example: [""b"", ""ab"", ""ba"", ""aab"", ""aba"", ""baa"", ""aaab"", ""aaba"", ""abaa"", ""baaa""], negative example: ["""", ""a"", ""aa"", ""aaa"", ""bb"", ""bab"", ""bba"", ""abab"", ""baba""]"
[b]*|[a]*,"positive example: [b, bb, bbb, a, aa, aaa, bba, aab], negative example: [ab, ba, aba, bab, abab, baba]"
(aa)*,"positive example: [aa, aaaa, aaaaaa], negative example: [a, aaa, aaaaa]"
1*(100*11*)*|0*(011*00*)*|(01)*0|(10)*1,"positive example: [""1"", ""10011"", ""01100"", ""010"", ""101"", ""111"", ""000"", ""01"", ""10"", ""1000111""],  
negative example: [""2"", ""1010"", ""0011"", ""1100"", ""0111"", ""10001"", ""0001"", ""1110"", ""0101"", ""10101""]"
a*(baa+)+b,"positive example: [baab, baaab, aabaaab, baaaab], negative example: [b, ab, aaa, baa, aabaaa]"
ba*|a*b,"positive example: [ba, baa, baaa, ab, aab, aaab], negative example: [bb, a, b, aabb, baba]"
"ab{2,}a{3,}","positive example: [abbaaaa, abbbaaaa, abbbbaaaa], negative example: [aba, abaa, abbaa]"
(0*(10*1)*)|(0*),"positive example: [0, 00, 0101, 1010, 0000, 010101], negative example: [1, 11, 101, 1001, 01010, 10101]"
(0|1),"positive example: [0, 1], negative example: [00, 11, 01, 10]"
((0*)1(0*)),"positive example:[""1"", ""01"", ""10"", ""001"", ""100"", ""0001000"", ""000010000""],  
negative example:["""", ""0"", ""00"", ""000"", ""11"", ""101"", ""010"", ""000000""]"
1+(0*1*)*1+|0+(0*1*)*0+,"positive example: [111, 1001, 10101, 000, 01010, 00100], negative example: [1100, 0011, 1010, 0101, 100, 011]"
(aa+|bb+|ab+|ba+)+aaa,"positive example: [aaa, aaaaaa, bbaaa, ababaaa, bbaabaaa], negative example: [aa, bb, ab, ba, aab, bba, aba, baa, aabba, bbaab]"
(00|01|10|11)|(000),"positive example:[00, 01, 10, 11, 000], negative example:[0, 1, 001, 100, 110]"
(((a|b)a*b)(a(a|b)a*b))?,"positive example: [abaabab, baabab, abaab, baab, abaababaabab],  
negative example: [a, b, ab, ba, aba, bab, abaaba, baaba, ababab]"
(a)*b(a)*bb(a)*,"positive example: [babba, abbba, bbba, aabba, aabbaa], negative example: [aba, baba, abab, bbaa, aabb]"
(a*ba*ba*)*(ba|ab|b),"positive example: [aba, abab, bab, abba, ababab], negative example: [a, b, aa, bb, abbaa]"
a*(a*ba*(ba*b)*)a*,"positive example: [""a"", ""aa"", ""aba"", ""aaba"", ""abba"", ""aabba"", ""ababa"", ""aababa"", ""ababba"", ""aababba""],  
negative example: [""b"", ""bb"", ""bab"", ""baab"", ""babb"", ""baabb"", ""babab"", ""baabab"", ""bababb"", ""baababb""]"
0+((10)*|(01)*)0+,"positive example: [000, 010010, 0010100, 01010], negative example: [10, 01, 1010, 0011]"
a*b((bb)*a*)*,"positive example: [""ab"", ""aab"", ""abba"", ""aabbba"", ""abbbba"", ""aabbbbaa""],  
negative example: [""b"", ""ba"", ""bba"", ""bbba"", ""aa"", ""aaba""]"
(a*(b*bb))*,"positive example: [ab, aabbb, aaabbbb, bbb, aabbbaabbb], negative example: [a, b, abab, aaabb, bbba]"
(a)*(bb)*(a)*(bb)*,"positive example: [a, bb, aabb, bbaa, aabbaa, bbaabb], negative example: [ab, ba, aba, bab, abab, baba]"
(0(1*0*)*0|1(1*0*)*1)?,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""001100"", ""110011"", ""0101010"", ""1010101""],  
negative example: ["""", ""01"", ""10"", ""001"", ""110"", ""0101"", ""1010"", ""00101"", ""11010"", ""010010""]"
a*ba*(b(a*)b)*a*,"positive example: [""ba"", ""aba"", ""aabaa"", ""bab"", ""baab"", ""aababaa"", ""aabaabaa""],  
negative example: [""a"", ""b"", ""aa"", ""bb"", ""ab"", ""baa"", ""abab"", ""baabab""]"
(ab)*(ba)*(ab)*(ba)*,"positive example: [abba, ababba, abababba, babaabba, ababbaba], negative example: [a, b, aba, bab, abbaba]"
a*(bb)*(a)*,"positive example: [""a"", ""bb"", ""aa"", ""abba"", ""aabbaa"", ""bbbb"", ""aaa""],  
negative example: [""b"", ""aba"", ""ba"", ""abbab"", ""aabba"", ""bab"", ""bbaab""]"
a*|(baa+),"positive example: ["""", ""a"", ""aa"", ""baa"", ""baaa"", ""baaaa""], negative example: [""b"", ""ba"", ""aba"", ""aab"", ""baab"", ""baaab""]"
(a?)*(bb|bbb)*(a)*(bb|bbb)*(a?)*,"positive example: [""bb"", ""a"", ""aaa"", ""bbbb"", ""aabbbaa"", ""bbaabbb"", ""aaabbba"", ""bbbaaa""],  
negative example: [""ab"", ""ba"", ""baba"", ""abab"", ""bbab"", ""aabbab"", ""babbba"", ""bbabba""]"
0*(10*1)+,"positive example: [""101"", ""0101"", ""001001"", ""00010001""], negative example: [""0"", ""1"", ""01"", ""100"", ""00100""]"
(abba)*,"positive example: [abba, abbaabba, abbaabbaabba], negative example: [a, b, abb, bba, aba, bab, abab, baba]"
b*aa*ab*|b*,"positive example: [""baaab"", ""b"", ""baab"", ""baa"", ""aab""], negative example: [""bbba"", ""abba"", ""aba"", ""bbab"", ""aaab""]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010],  
negative example: [0, 00, 000, 0000, 00000, 11, 110, 1100, 101, 1001, 1010, 10100, 1100, 11000, 1111, 11110, 011, 0110, 0101, 01001, 10001, 10010, 10111, 11011, 11101, 00011, 00101, 00110, 01100, 01010, 101000, 101011]"
(0*110*)+,"positive example: [110, 0110, 001100, 110110], negative example: [0, 1, 011, 1001, 0011]"
(a|b)a*b(a(a|b)a*b)*(a?)?,"positive example: [""aba"", ""baaab"", ""aababab"", ""baaabab"", ""aabaaab""],  
negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""aaba""]"
(0|1)1*,"positive example: [01, 11, 011, 111, 0011], negative example: [0, 1, 00, 10, 010]"
0+1*0*1*0*0+,"positive example: [""001100"", ""000111000"", ""01111000""], negative example: [""10"", ""1101"", ""001011""]"
0*|(11)*,"positive example:["""", ""0"", ""00"", ""11"", ""1111"", ""0000"", ""111111""],  
negative example:[""01"", ""10"", ""011"", ""110"", ""101"", ""0011"", ""1100""]"
(1+|0+)|(1+0+1(1|(0+1))*)|(0+1+0(0|(1+0))*),"positive example: [""11"", ""000"", ""11011"", ""010"", ""10101"", ""0001101"", ""1110001"", ""0101010""],  
negative example: [""0"", ""1"", ""10"", ""01"", ""1010"", ""0110"", ""1100"", ""0011""]"
0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|10*110*1,"positive example: [""0"", ""00"", ""11"", ""0110"", ""001100"", ""101101"", ""00011000"", ""10011001""],  
negative example: [""1"", ""01"", ""10"", ""101"", ""110"", ""1001"", ""1010"", ""1100""]"
b(aa)[a]*,"positive example: [baa, baaa, baaaa], negative example: [ba, baaaaa, baaaab]"
0*|(0*|11)*|(10*1)0*,"positive example: [""0"", ""00"", ""11"", ""1100"", ""101"", ""1001"", ""000"", ""1010""], negative example: [""1"", ""01"", ""10"", ""011"", ""110"", ""111"", ""100"", ""1011""]"
(a*|(bb)+)*,"positive example: ["""", ""a"", ""aa"", ""bb"", ""aabb"", ""bbbb"", ""aaaabbbb"", ""abba"", ""bbabba""], negative example: [""b"", ""ab"", ""ba"", ""bbaab"", ""aabba"", ""bab"", ""baba"", ""abab""]"
(a|b)a*b(a(a|b)a*b),"positive example: [abbaaab, aabbaaab, baaaabaaab], negative example: [ab, baa, aabaa, baaaab]"
1*|0*|(1+0*)1+|(0+1*)0+,"positive example: [""1"", ""0"", ""11"", ""00"", ""111"", ""000"", ""10"", ""01"", ""110"", ""011"", ""101"", ""010""],  
negative example: ["""", ""2"", ""12"", ""21"", ""102"", ""201"", ""1112"", ""0001"", ""1010"", ""0101"", ""1102"", ""0112""]"
(a+bb)*(bb)*,"positive example: [a, bb, aabb, bbbb, aaabbb, aabbbb], negative example: [ab, b, aba, bba, abab, baba]"
aa*bb*aaaa*,"positive example: [aabbaaaa, aaaabbbaaaaa, aabaaaa], negative example: [abbaaa, aabbaa, aabbbaaa]"
a*b((a*ba*)(a*ba*))*,"positive example: [ab, aab, aabb, aaabaa, aababaa, aabbaabba], negative example: [b, ba, aba, aaba, abab, aabbaa]"
((a|b)(bb)(a|b))*,"positive example: [abba, abbba, abbbba, ababba, abbaba], negative example: [aba, abab, bbba, baba, aabb]"
a*(bb+)*a*|a*|(bb+)*a*(bb+)*,"positive example: [""a"", ""bb"", ""aaa"", ""bbbb"", ""aabba"", ""abbaa"", ""bbbbbb"", ""aaabbbaa""],  
negative example: [""b"", ""ab"", ""ba"", ""aba"", ""bbaab"", ""abab"", ""baba"", ""aababba""]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000], negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 10001, 10100, 11000, 11101, 10010, 10111, 11011, 11100]"
(0+|10*1)+,"positive example: [0, 00, 101, 1001, 010101, 1010101], negative example: [1, 01, 110, 1000, 111, 0001]"
(aa|bb)+aaa,"positive example: [aaaaa, bbaaa, aabbaaa, bbbaaa], negative example: [aa, bb, aabbb, bbaa, aabbaa]"
((10*)1)*0,"positive example: [1010, 11010, 101010], negative example: [100, 1100, 10100]"
(a)*b,"positive example: [b, ab, aab, aaab], negative example: [a, ba, aba, aaa]"
(bb)*a*ba*(bb)*,"positive example: [bbaab, aabba, bbaaabba, bba, bbaa], negative example: [abab, bbaaab, aab, bbaabbaa, abba]"
(0(0*1*)*0)|(1(0*1*)*1),"positive example: [00, 11, 010, 101, 0010, 1101, 000100, 111011], negative example: [0, 1, 01, 10, 001, 110, 0001, 1110]"
0*(0|11)*,"positive example: [""0"", ""00"", ""11"", ""011"", ""0011"", ""110"", ""00011"", ""1111""], negative example: [""1"", ""01"", ""10"", ""101"", ""010"", ""1110"", ""00101"", ""1101""]"
(0|1)(0*1*),"positive example: [01, 001, 011, 0001, 0011, 00011], negative example: [0, 1, 00, 11, 010, 100, 101]"
(bb*aa*)*baaa*bb*,"positive example: [bbbaabaaaabb, baaabaaaabb, bbaabaaaabb, baaaabaaaabb], negative example: [bbaaabaaab, bbaaabaaaab, bbaaabaaa, baaaabaaaab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001], negative example: [0, 11, 110, 101, 011, 000, 1010, 1100]"
(10*10*)*,"positive example: [1010, 101010, 10010010, 1001010010], negative example: [1, 10, 100, 101, 1001, 10010]"
(0|1)0*1*,"positive example: [01, 001, 011, 0001, 0011, 0111, 00001, 00011, 00111, 01111], negative example: [0, 1, 10, 100, 110, 101, 111, 0000, 1111, 0100]"
0*(10*1)*0*,"positive example: [""0"", ""010"", ""01010"", ""000"", ""010100""],  
negative example: [""1"", ""01"", ""101"", ""0101"", ""0101010""]"
((a|b)a*b(a?))?,"positive example: [aba, ba, aab, b, aaba, aaab, abab], negative example: [ac, bb, abba, a, bbb, aac, abc]"
(11)*,"positive example: [11, 1111, 111111], negative example: [1, 111, 11111]"
((0*)(1)(0*)(1)(0*))*,"positive example: [""11"", ""0101"", ""001100"", ""000111000"", ""101010""],  
negative example: [""0"", ""1"", ""00"", ""01"", ""10"", ""000"", ""001"", ""100"", ""0000"", ""0001""]"
(00*1*00*)*|(11*0*11*)*,"positive example: [""001100"", ""110011"", ""000111000"", ""111000111"", ""001001001"", ""110110110""],  
negative example: [""0101"", ""1010"", ""001011"", ""110100"", ""000010"", ""111101""]"
a(a|b)a(a+b)*,"positive example: [aaaa, abaa, aaaaab, abaaaab, aabab], negative example: [aa, aba, aab, baa, aabba]"
"((b)(a{2,})a*)|(a*(b)(a{2,})a*)|(a*)","positive example: [""baaa"", ""baa"", ""aaabaa"", ""aaa"", ""b"", """"], negative example: [""ab"", ""aba"", ""aab"", ""bb"", ""ba""]"
(b*aa+|aa+b*),"positive example: [aa, baa, aab, bbaa, aaab], negative example: [a, b, ab, bab, bba]"
(a|(bbb))*,"positive example: [a, bbb, aaa, bbbbbb, abbba, bbbaabbb], negative example: [bb, abab, bbbaab, aabba, baba, ababab]"
(01)+(10)+,"positive example: [0110, 011010, 01011010], negative example: [01, 10, 011, 100, 0101, 1010]"
0*(10*1)*,"positive example: [""0"", ""1"", ""11"", ""0101"", ""001001"", ""00010101"", ""0000""],  
negative example: [""01"", ""10"", ""010"", ""1010"", ""00100"", ""000100"", ""1001""]"
(0*(10*1)*0*10*)|(0*10*(10*1)*0*),"positive example: [""0"", ""1"", ""010"", ""101"", ""00100"", ""01010"", ""1001"", ""10101"", ""0001000"", ""0101010""], negative example: [""00"", ""11"", ""0110"", ""10001"", ""111"", ""000"", ""0100"", ""1010"", ""001100"", ""11011""]"
(a)*(bb)*(a)*(bb)*|(a)*(bbb)*(a)*(bbb)*,"positive example: [a, bb, aabb, aabbb, aabbaa, aabbbaa, aabbbbaa], negative example: [b, ab, ba, bbb, abba, abbba, abab, baba]"
(ab)*|(ba)*|(a(bb)a)*|(b(aa)b)*,"positive example: [ab, ba, abab, baba, aabba, bbaab, aabbaabba, bbaabbaab],  
negative example: [a, b, aa, bb, aba, bab, abba, baab, aabbaa, bbaabb]"
(00*1*|10*1*|01*0*|11*0*),"positive example: [""001"", ""101"", ""010"", ""110"", ""0001"", ""1001"", ""0110"", ""1110"", ""01"", ""11"", ""0011"", ""1011""],  
negative example: [""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""0000"", ""1111"", ""0010"", ""1010"", ""0101"", ""1101""]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000, 101001, 1010001, 1010010, 1010111, 1010100, 1011101, 1011110, 1011011, 1011000, 1001001],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 10001, 10100, 11000, 11110, 00000, 00101, 01010, 01100, 10010, 101000, 101011, 101110, 101101, 100100, 110011, 110101, 111001, 111010, 000011, 000101, 001001, 010001, 011101, 0101010, 1010101, 1011010, 1001000]"
(bb)*(a|bb)*(bb)*,"positive example: [bb, a, bba, bbaa, bbbb, bbbba, bbbbaa], negative example: [b, ab, ba, bab, baba, baa, baaa]"
(a+b)*bab(a+b)*(babb)*,"positive example: [bab, abab, babbab, ababbab, babbabbab], negative example: [a, b, aba, baba, babbabba]"
0+1*0*1*0*1*0+,"positive example: [""0101010"", ""000111000"", ""000000"", ""01010"", ""001100""],  
negative example: [""1010101"", ""111111"", ""0001111"", ""010101"", ""0010101""]"
(11)*|0(11)*|(11)*0|0*,"positive example: ["""", ""0"", ""11"", ""011"", ""110"", ""0011"", ""1100"", ""000"", ""1111"", ""01111"", ""11110""],  
negative example: [""1"", ""01"", ""10"", ""101"", ""0110"", ""111"", ""01110"", ""11011"", ""00110"", ""11101""]"
a*ba*(bb)*a*,"positive example: [ba, aba, aabaa, bba, abbaa, aabbaa], negative example: [b, aa, ab, aab, bbb, abab]"
(ab)(a|b)*aaa,"positive example: [abaaa, ababaaa, abbaaa, abababaaa], negative example: [aba, abba, abab, abbba]"
ba*(a*ba*b)*a*,"positive example: [baa, baaabaa, baaaab, baabaaabaa], negative example: [b, baaaabaaa, baaabaaaab, baaabaaaabaaa]"
(11)*|0*(11)*|(11)*0*|0*|(101)*,"positive example: ["""", ""0"", ""11"", ""00"", ""000"", ""1111"", ""101"", ""101101"", ""110"", ""0011"", ""1100"", ""000111"", ""111100""], negative example: [""1"", ""01"", ""10"", ""011"", ""100"", ""1010"", ""1101"", ""00101"", ""11101"", ""0101"", ""10111"", ""0110""]"
aba+aaa,"positive example: [abaaaa, abaaaaa, abaaaaaa], negative example: [aba, abaaa, aaaa]"
(a|b)*(baa)+(a|b)b,"positive example: [baaab, bbaaab, abbaaab, bbaab], negative example: [ab, ba, bba, aabba]"
(0*1)(0+1),"positive example:[01, 001, 0001, 011, 0011], negative example:[0, 1, 00, 11, 010]"
(00)|(01)|(10)|(11)|(100)|(010)|(001)|(110)|(001)|(101)|(111),"positive example: [00, 01, 10, 11, 100, 010, 001, 110, 101, 111],  
negative example: [0, 1, 000, 011, 1010, 1111, 0000, 1011, 1100, 1110]"
(aa|bb|ab|ba)aaa,"positive example: [aaaaa, bbaaa, abaaa, baaaa], negative example: [aaa, bba, aba, baa, aabb, bbab, abab, baba]"
0*10*(10*1)*0*(10*1)*0*,"positive example: [""0"", ""1"", ""01"", ""10"", ""010"", ""101"", ""0101"", ""00100"", ""10101"", ""0101010""],  
negative example: [""11"", ""00"", ""110"", ""011"", ""1001"", ""1010"", ""01010"", ""001010"", ""1010101"", ""01010101""]"
(1(0*1*)*1|0(0*1*)*0)?,"positive example: [""11"", ""00"", ""101"", ""010"", ""1001"", ""0110"", ""11011"", ""00000"", ""1010101""],  
negative example: ["""", ""0"", ""1"", ""10"", ""01"", ""001"", ""110"", ""1010"", ""0101""]"
(a|bb|abab|bab)*b(a|bb|abab|bab)*,"positive example: [ab, bbab, ababb, bababab, b], negative example: [a, bb, abab, baba, abba]"
(a|b)*(baa)(baa)*(a)*(b)(b)*,"positive example: [baabaaab, baaab, baaabbb, abbaaab, bbaaab], negative example: [ba, abba, baaa, bbaab, aabbaa]"
(a*(bbb)*a*)*,"positive example: ["""", ""a"", ""bbba"", ""aaaabbbaaaa"", ""aaabbbbbbaaa"", ""abbba""], negative example: [""b"", ""bb"", ""bbbb"", ""abab"", ""aabbaa"", ""bbabbb""]"
(a)*(b)*(baa)(a)*(b)*(b),"positive example: [baabab, aabbaaabb, bbaab, aaabaaab], negative example: [abab, baa, aabab, bbaa]"
(0*(11)*)*|(10*1)*|(0*(11)*)*|(0*10*1)*,"positive example: [""0"", ""11"", ""0011"", ""101"", ""0101"", ""000111"", ""10101"", ""001101"", ""00001111""],  
negative example: [""1"", ""01"", ""10"", ""110"", ""111"", ""1001"", ""0110"", ""1010"", ""1111""]"
01*0|1+,"positive example: [010, 10, 110, 1110, 0010], negative example: [0, 1, 00, 11, 0110]"
(a*(baa)*a*)|a*,"positive example: [""a"", ""aa"", ""aaa"", ""baa"", ""baaa"", ""aabaa"", ""aabaaa"", ""baaaa"", ""baaaaa""],  
negative example: [""b"", ""ab"", ""aba"", ""aaba"", ""ba"", ""baab"", ""baaba""]"
b(ba*ba*)*,"positive example: [bb, bba, bbba, bbabba, bbaabba], negative example: [b, ba, baa, baba, bbaa]"
(baa)+(a|b)*(baa)*b,"positive example: [baaab, baaabaaab, baaabbaaab, baaaab, baaabaaabaab], negative example: [ba, aab, baaa, baaabaaa, baaabaa]"
(a)*(bb)*,"positive example: [a, aa, bb, aabb, aaaa, bbbb, aaaabbbb], negative example: [ab, bba, aba, baba, aab, bbaa, abab]"
(a*ba*ba*ba*)*|(bbb)+,"positive example: [ababab, bbb, aaabaaabaaaab, bbbbbb, abababababab],  
negative example: [a, b, ab, bab, aaabaaab]"
((a*bb*ba*)+(a)*)*,"positive example: [""aabba"", ""bba"", ""aabbaa"", ""aaaaa"", ""aabbbbaa""], negative example: [""ab"", ""ba"", ""aaab"", ""bbab"", ""aabab""]"
"[a]*|[a]*[b][a]{2,}","positive example: [""a"", ""aa"", ""aaa"", ""aba"", ""aaba"", ""baaa"", ""baaaa""], negative example: [""b"", ""bb"", ""ab"", ""aab"", ""ba"", ""bab"", ""baa"", ""abaa""]"
(abab)*(a|bb)*b(a|bb)*(abab)*,"positive example: [ababababab, ababbabab, ababbbababab, abababbbabab, ababababbbabab], negative example: [ababab, ababbb, abababab, abababbb, abababababab]"
(a*bb)*a*,"positive example: [bb, aaabb, aabbaa, aabbaabbaa, a], negative example: [ab, bba, aab, aabab, ba]"
a(b(aa)+)*,"positive example: [aba, abaa, abaaa, abaaaa, ababaa, ababaaa, ababaaaa], negative example: [a, ab, abaab, abab, ababa, ababab, abababa]"
0,"positive example: [""0"", ""00"", ""000""], negative example: [""1"", ""01"", ""10""]"
a*baaa*b+,"positive example: [baaab, aabaaab, baaaab, aaaaab], negative example: [ab, baaa, aabaa, baa]"
1+0+,"positive example: [10, 110, 11100, 1000, 11110], negative example: [01, 001, 0001, 011, 1101]"
(a+bb+bbb)*,"positive example: [a, abb, abbb, aabbb, aabba, aabbbabbb], negative example: [b, ab, bbb, aab, abab, aabbba]"
0*10*(10*10*),"positive example: [01010, 0010100, 010010], negative example: [0, 1, 010]"
((a)*(bb+bbb)*(a)*)*,"positive example: [a, aa, bb, bbb, aabba, aabbba, aabbaa, bbaa, bbbaa, aabbbbaa],  
negative example: [ab, b, bbbb, aab, bbaab, aabab, aabbbab, abba, baba, aababba]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000, 101001, 1010001, 1010010, 1010111],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 0000, 0011, 0101, 0110, 10001, 10100, 11000, 00000, 00101, 01010, 01100, 100001, 101000, 110000, 000000, 001001, 010010, 011000, 1000000, 1010000, 1100000, 0000000, 0010001, 0100010, 0110000, 10000000, 10100000, 11000000, 00000000, 00100001, 01000010, 01100000, 100000000, 101000000, 110000000, 000000000, 001000001, 010000010, 011000000, 1000000000, 1010000000, 1100000000, 0000000000, 0010000001, 0100000010, 0110000000]"
