Short Description,regex,Attempt Regex,ChatGPT Output
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(0|1)*0)|(1(0|1)*1))?,"positive example: [00, 11, 010, 101, 0000, 1111, 0110, 1001], negative example: [0, 1, 01, 10, 001, 110, 0001, 1110]"
non isolated 'b',(a|(b*bb))*,(a?bba?),"positive example: [""bba"", ""abba"", ""bba"", ""aabba"", ""bbaa""],  
negative example: [""bb"", ""aba"", ""abab"", ""ba"", ""aab""]"
Every b followed by two or more a's,(a|baa)*,(b(aa+))*,"positive example: [baa, baaaa, baaaabaa, baaaaaa, baaabaaaa], negative example: [ba, b, aaa, a, baaaab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1+0+)*|1(1*0+1+)*)?,"positive example: [""0"", ""1"", ""01"", ""10"", ""001"", ""110"", ""0001"", ""1110"", ""0010"", ""1101"", ""00011"", ""11100""],  
negative example: ["""", ""00"", ""11"", ""000"", ""111"", ""010"", ""101"", ""0011"", ""1100"", ""0000"", ""1111"", ""0101""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)a*b*aaa,"positive example: [aaabbbaaa, bbaaabaaa, aabbbaaa, baaabaaa], negative example: [aaa, bbb, aabbaa, bbaaa]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*b*|b*a*)*(baa)a*b+,"positive example: [baaaab, aabbaaaab, bbaaaab, baaaab, aabbaaaabbb],  
negative example: [baa, baaa, baaab, aabbaa, bbaa]"
non isolated 'a',(b|(a*aa))*,(b*aa+|aa+b*|b*),"positive example: [""b"", ""aa"", ""baa"", ""aab"", ""bbaa"", ""aabb"", ""bbb"", ""aaaa""],  
negative example: [""a"", ""aba"", ""abab"", ""baab"", ""bbaba"", ""aaba""]"
Every b followed by two or more a's,(a|baa)*,"(a)*ba{2,}(a)*ba{2,}|a*","positive example: [baaba, aabaabaa, aabaa, baaaa, aabaaaa], negative example: [ab, baa, aab, a, baaaab]"
,(1|01)*(0?),(0?)((1+)(0|01))*,"positive example:[""0"", ""10"", ""110"", ""010"", ""1110"", ""1010"", ""11010"", ""0110""],  
negative example:["""", ""1"", ""01"", ""001"", ""100"", ""101"", ""111"", ""0101""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ab][ab]aaa,"positive example: [abaaaa, bbaaaa, aabaaa], negative example: [aaa, abaa, bbaa, aabaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(((01*)*(010)(1*0)*)|((10*)*(101)(0*1)*)|0+|1+)?,"positive example: [""0"", ""1"", ""010"", ""101"", ""0010"", ""1101"", ""000"", ""111"", ""01010"", ""10101""],  
negative example: [""2"", ""0110"", ""1001"", ""0011"", ""1100"", ""012"", ""120"", ""0102"", ""1012"", ""01a""]"
first and third,a(a|b)a(a|b)*,(aaa+aba)(a+b)*,"positive example: [aaaa, aaaba, aaaab, abaab, aabaa], negative example: [ab, ba, aab, baa, baba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(11*0*11*)*|(00*1*00*)*,"positive example: [""11"", ""0011"", ""110011"", ""000111"", ""11110000"", ""1100"", ""001100"", ""111000111""],  
negative example: [""101"", ""010"", ""1101"", ""00101"", ""1010"", ""111010"", ""00010111""]"
even prefix,(ab|ba)*,(ba)*(ab)*(ba)*(ab)*,"positive example: [baab, bababa, baabbaab, baba, abab], negative example: [a, b, aba, baa, abba]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*bab*aaa*(b|a)*b,"positive example: [ ""babaaaab"", ""aababaaaaaab"", ""babaaaaab"", ""aababaaab"", ""babaaab"" ], negative example: [ ""ba"", ""aab"", ""babaa"", ""aababa"", ""baaa"" ]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1(0|1)*1)|(0(0|1)*0))?,"positive example: [11, 00, 101, 010, 1101, 0010, 1001, 0110], negative example: [0, 1, 10, 01, 1010, 0101, 111, 000]"
Length 1 or More,(0|1)(0|1)*,(0|1)|(01*),"positive example: [0, 1, 01, 011, 0111], negative example: [00, 10, 001, 111, 010]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a+|b+)(aaa+),"positive example: [aaaabaaaa, baaaaaaa, abbaaaa], negative example: [aaab, bba, aabbaa]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0+1+)(0|1)*(1+0+),"positive example: [010, 1110, 10110, 01100, 11010], negative example: [0, 1, 00, 11, 0101]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110],  
negative example: [11, 110, 101, 1001, 1010, 1100, 0000, 0011, 0110, 10001, 10100, 11000, 11101, 00000, 00101, 01001, 01100, 10010, 10111, 11011, 11110, 00011, 00110, 01010, 01111, 10001, 10101, 11000, 11101]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 0000, 0011, 0101, 0110, 10001, 10100, 11000, 11101, 11110, 00000, 00101, 01010, 01100, 10010, 101000, 101011, 11011, 111000]"
non isolated 'b',(a|(b*bb))*,(a+(bb))*,"positive example: [a, aa, bb, aabb, aaa, bbaa, aabbaa], negative example: [b, ab, ba, aba, baba, aab, bbb]"
non isolated 'b',(a|(b*bb))*,a*(bb)*a*,"positive example: [""a"", ""bb"", ""aaa"", ""bbbb"", ""aabbaa"", ""aaabbb"", ""abba""],  
negative example: [""ab"", ""ba"", ""aba"", ""bab"", ""aab"", ""bba"", ""abab""]"
contains 'bab',(a|b)*(bab)(a|b)*,(bab)(a|b)*,"positive example: [baba, babab, babaa, babb, babba], negative example: [ba, bb, b, a, ab]"
Odd number of b's,(a*ba*b)*a*ba*,(ba*a*)(ba*a*b)*,"positive example: [baa, baab, baaaab, baaabaaab, baaaabaaab], negative example: [b, bb, bab, baba, baaabab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)(a|b))(a*)(b*)aaa,"positive example: [aabaaa, baaaaa, aabbbaaa, bbaaaaa], negative example: [abba, aabba, bbaa, aabbba]"
4 | #0,1*(01*01*01*01*)*,1*00001*,"positive example: [0000, 100001, 10000001, 00001, 10000], negative example: [000, 1000, 1000001, 10001, 0001]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*)|(0*1(10*1)*0*(10*1)*0*),"positive example: [""010"", ""00100"", ""01010"", ""0110"", ""0010100""],  
negative example: [""00"", ""11"", ""0101"", ""001100"", ""000111""]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*|b,"positive example: [""b"", ""ab"", ""ba"", ""aab"", ""aba"", ""baa"", ""aaab"", ""aaba"", ""abaa"", ""baaa""], negative example: ["""", ""a"", ""aa"", ""aaa"", ""bb"", ""bab"", ""bba"", ""abab"", ""baba""]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,[b]*|[a]*,"positive example: [b, bb, bbb, a, aa, aaa, bba, aab], negative example: [ab, ba, aba, bab, abab, baba]"
non isolated 'a',(b|(a*aa))*,(aa)*,"positive example: [aa, aaaa, aaaaaa], negative example: [a, aaa, aaaaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(100*11*)*|0*(011*00*)*|(01)*0|(10)*1,"positive example: [""1"", ""10011"", ""01100"", ""010"", ""101"", ""111"", ""000"", ""01"", ""10"", ""1000111""],  
negative example: [""2"", ""1010"", ""0011"", ""1100"", ""0111"", ""10001"", ""0001"", ""1110"", ""0101"", ""10101""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*(baa+)+b,"positive example: [baab, baaab, aabaaab, baaaab], negative example: [b, ab, aaa, baa, aabaaa]"
Odd number of b's,(a*ba*b)*a*ba*,ba*|a*b,"positive example: [ba, baa, baaa, ab, aab, aaab], negative example: [bb, a, b, aabb, baba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"ab{2,}a{3,}","positive example: [abbaaaa, abbbaaaa, abbbbaaaa], negative example: [aba, abaa, abbaa]"
even number of 1's,(0*10*10*)*|0*,(0*(10*1)*)|(0*),"positive example: [0, 00, 0101, 1010, 0000, 010101], negative example: [1, 11, 101, 1001, 01010, 10101]"
Length 1 or More,(0|1)(0|1)*,(0|1),"positive example: [0, 1], negative example: [00, 11, 01, 10]"
Odd number of 1s,0*10*(10*10*)*,((0*)1(0*)),"positive example:[""1"", ""01"", ""10"", ""001"", ""100"", ""0001000"", ""000010000""],  
negative example:["""", ""0"", ""00"", ""000"", ""11"", ""101"", ""010"", ""000000""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1+(0*1*)*1+|0+(0*1*)*0+,"positive example: [111, 1001, 10101, 000, 01010, 00100], negative example: [1100, 0011, 1010, 0101, 100, 011]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa+|bb+|ab+|ba+)+aaa,"positive example: [aaa, aaaaaa, bbaaa, ababaaa, bbaabaaa], negative example: [aa, bb, ab, ba, aab, bba, aba, baa, aabba, bbaab]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),(00|01|10|11)|(000),"positive example:[00, 01, 10, 11, 000], negative example:[0, 1, 001, 100, 110]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)(a(a|b)a*b))?,"positive example: [abaabab, baabab, abaab, baab, abaababaabab],  
negative example: [a, b, ab, ba, aba, bab, abaaba, baaba, ababab]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b(a)*bb(a)*,"positive example: [babba, abbba, bbba, aabba, aabbaa], negative example: [aba, baba, abab, bbaa, aabb]"
Odd number of b's,(a*ba*b)*a*ba*,(a*ba*ba*)*(ba|ab|b),"positive example: [aba, abab, bab, abba, ababab], negative example: [a, b, aa, bb, abbaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*(a*ba*(ba*b)*)a*,"positive example: [""a"", ""aa"", ""aba"", ""aaba"", ""abba"", ""aabba"", ""ababa"", ""aababa"", ""ababba"", ""aababba""],  
negative example: [""b"", ""bb"", ""bab"", ""baab"", ""babb"", ""baabb"", ""babab"", ""baabab"", ""bababb"", ""baababb""]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+((10)*|(01)*)0+,"positive example: [000, 010010, 0010100, 01010], negative example: [10, 01, 1010, 0011]"
Odd number of b's,(a*ba*b)*a*ba*,a*b((bb)*a*)*,"positive example: [""ab"", ""aab"", ""abba"", ""aabbba"", ""abbbba"", ""aabbbbaa""],  
negative example: [""b"", ""ba"", ""bba"", ""bbba"", ""aa"", ""aaba""]"
non isolated 'b',(a|(b*bb))*,(a*(b*bb))*,"positive example: [ab, aabbb, aaabbbb, bbb, aabbbaabbb], negative example: [a, b, abab, aaabb, bbba]"
non isolated 'b',(a|(b*bb))*,(a)*(bb)*(a)*(bb)*,"positive example: [a, bb, aabb, bbaa, aabbaa, bbaabb], negative example: [ab, ba, aba, bab, abab, baba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(1*0*)*0|1(1*0*)*1)?,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""001100"", ""110011"", ""0101010"", ""1010101""],  
negative example: ["""", ""01"", ""10"", ""001"", ""110"", ""0101"", ""1010"", ""00101"", ""11010"", ""010010""]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(b(a*)b)*a*,"positive example: [""ba"", ""aba"", ""aabaa"", ""bab"", ""baab"", ""aababaa"", ""aabaabaa""],  
negative example: [""a"", ""b"", ""aa"", ""bb"", ""ab"", ""baa"", ""abab"", ""baabab""]"
even prefix,(ab|ba)*,(ab)*(ba)*(ab)*(ba)*,"positive example: [abba, ababba, abababba, babaabba, ababbaba], negative example: [a, b, aba, bab, abbaba]"
non isolated 'b',(a|(b*bb))*,a*(bb)*(a)*,"positive example: [""a"", ""bb"", ""aa"", ""abba"", ""aabbaa"", ""bbbb"", ""aaa""],  
negative example: [""b"", ""aba"", ""ba"", ""abbab"", ""aabba"", ""bab"", ""bbaab""]"
Every b followed by two or more a's,(a|baa)*,a*|(baa+),"positive example: ["""", ""a"", ""aa"", ""baa"", ""baaa"", ""baaaa""], negative example: [""b"", ""ba"", ""aba"", ""aab"", ""baab"", ""baaab""]"
non isolated 'b',(a|(b*bb))*,(a?)*(bb|bbb)*(a)*(bb|bbb)*(a?)*,"positive example: [""bb"", ""a"", ""aaa"", ""bbbb"", ""aabbbaa"", ""bbaabbb"", ""aaabbba"", ""bbbaaa""],  
negative example: [""ab"", ""ba"", ""baba"", ""abab"", ""bbab"", ""aabbab"", ""babbba"", ""bbabba""]"
even number of 1's,(0*10*10*)*|0*,0*(10*1)+,"positive example: [""101"", ""0101"", ""001001"", ""00010001""], negative example: [""0"", ""1"", ""01"", ""100"", ""00100""]"
non isolated 'b',(a|(b*bb))*,(abba)*,"positive example: [abba, abbaabba, abbaabbaabba], negative example: [a, b, abb, bba, aba, bab, abab, baba]"
non isolated 'a',(b|(a*aa))*,b*aa*ab*|b*,"positive example: [""baaab"", ""b"", ""baab"", ""baa"", ""aab""], negative example: [""bbba"", ""abba"", ""aba"", ""bbab"", ""aaab""]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010],  
negative example: [0, 00, 000, 0000, 00000, 11, 110, 1100, 101, 1001, 1010, 10100, 1100, 11000, 1111, 11110, 011, 0110, 0101, 01001, 10001, 10010, 10111, 11011, 11101, 00011, 00101, 00110, 01100, 01010, 101000, 101011]"
even number of 1's,(0*10*10*)*|0*,(0*110*)+,"positive example: [110, 0110, 001100, 110110], negative example: [0, 1, 011, 1001, 0011]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b(a(a|b)a*b)*(a?)?,"positive example: [""aba"", ""baaab"", ""aababab"", ""baaabab"", ""aabaaab""],  
negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""aaba""]"
Length 1 or More,(0|1)(0|1)*,(0|1)1*,"positive example: [01, 11, 011, 111, 0011], negative example: [0, 1, 00, 10, 010]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+1*0*1*0*0+,"positive example: [""001100"", ""000111000"", ""01111000""], negative example: [""10"", ""1101"", ""001011""]"
even number of 1's,(0*10*10*)*|0*,0*|(11)*,"positive example:["""", ""0"", ""00"", ""11"", ""1111"", ""0000"", ""111111""],  
negative example:[""01"", ""10"", ""011"", ""110"", ""101"", ""0011"", ""1100""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+|0+)|(1+0+1(1|(0+1))*)|(0+1+0(0|(1+0))*),"positive example: [""11"", ""000"", ""11011"", ""010"", ""10101"", ""0001101"", ""1110001"", ""0101010""],  
negative example: [""0"", ""1"", ""10"", ""01"", ""1010"", ""0110"", ""1100"", ""0011""]"
even number of 1's,(0*10*10*)*|0*,0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*|10*110*1,"positive example: [""0"", ""00"", ""11"", ""0110"", ""001100"", ""101101"", ""00011000"", ""10011001""],  
negative example: [""1"", ""01"", ""10"", ""101"", ""110"", ""1001"", ""1010"", ""1100""]"
Every b followed by two or more a's,(a|baa)*,b(aa)[a]*,"positive example: [baa, baaa, baaaa], negative example: [ba, baaaaa, baaaab]"
even number of 1's,(0*10*10*)*|0*,0*|(0*|11)*|(10*1)0*,"positive example: [""0"", ""00"", ""11"", ""1100"", ""101"", ""1001"", ""000"", ""1010""], negative example: [""1"", ""01"", ""10"", ""011"", ""110"", ""111"", ""100"", ""1011""]"
non isolated 'b',(a|(b*bb))*,(a*|(bb)+)*,"positive example: ["""", ""a"", ""aa"", ""bb"", ""aabb"", ""bbbb"", ""aaaabbbb"", ""abba"", ""bbabba""], negative example: [""b"", ""ab"", ""ba"", ""bbaab"", ""aabba"", ""bab"", ""baba"", ""abab""]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)a*b(a(a|b)a*b),"positive example: [abbaaab, aabbaaab, baaaabaaab], negative example: [ab, baa, aabaa, baaaab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*|0*|(1+0*)1+|(0+1*)0+,"positive example: [""1"", ""0"", ""11"", ""00"", ""111"", ""000"", ""10"", ""01"", ""110"", ""011"", ""101"", ""010""],  
negative example: ["""", ""2"", ""12"", ""21"", ""102"", ""201"", ""1112"", ""0001"", ""1010"", ""0101"", ""1102"", ""0112""]"
non isolated 'b',(a|(b*bb))*,(a+bb)*(bb)*,"positive example: [a, bb, aabb, bbbb, aaabbb, aabbbb], negative example: [ab, b, aba, bba, abab, baba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,aa*bb*aaaa*,"positive example: [aabbaaaa, aaaabbbaaaaa, aabaaaa], negative example: [abbaaa, aabbaa, aabbbaaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*b((a*ba*)(a*ba*))*,"positive example: [ab, aab, aabb, aaabaa, aababaa, aabbaabba], negative example: [b, ba, aba, aaba, abab, aabbaa]"
non isolated 'b',(a|(b*bb))*,((a|b)(bb)(a|b))*,"positive example: [abba, abbba, abbbba, ababba, abbaba], negative example: [aba, abab, bbba, baba, aabb]"
non isolated 'b',(a|(b*bb))*,a*(bb+)*a*|a*|(bb+)*a*(bb+)*,"positive example: [""a"", ""bb"", ""aaa"", ""bbbb"", ""aabba"", ""abbaa"", ""bbbbbb"", ""aaabbbaa""],  
negative example: [""b"", ""ab"", ""ba"", ""aba"", ""bbaab"", ""abab"", ""baba"", ""aababba""]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000], negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 10001, 10100, 11000, 11101, 10010, 10111, 11011, 11100]"
An even number of 1's,(0|10*1)*,(0+|10*1)+,"positive example: [0, 00, 101, 1001, 010101, 1010101], negative example: [1, 01, 110, 1000, 111, 0001]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|bb)+aaa,"positive example: [aaaaa, bbaaa, aabbaaa, bbbaaa], negative example: [aa, bb, aabbb, bbaa, aabbaa]"
even number of 1's,(0*10*10*)*|0*,((10*)1)*0,"positive example: [1010, 11010, 101010], negative example: [100, 1100, 10100]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b,"positive example: [b, ab, aab, aaab], negative example: [a, ba, aba, aaa]"
Odd number of b's,(a*ba*b)*a*ba*,(bb)*a*ba*(bb)*,"positive example: [bbaab, aabba, bbaaabba, bba, bbaa], negative example: [abab, bbaaab, aab, bbaabbaa, abba]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)|(1(0*1*)*1),"positive example: [00, 11, 010, 101, 0010, 1101, 000100, 111011], negative example: [0, 1, 01, 10, 001, 110, 0001, 1110]"
even number of 1's,(0*10*10*)*|0*,0*(0|11)*,"positive example: [""0"", ""00"", ""11"", ""011"", ""0011"", ""110"", ""00011"", ""1111""], negative example: [""1"", ""01"", ""10"", ""101"", ""010"", ""1110"", ""00101"", ""1101""]"
Length 1 or More,(0|1)(0|1)*,(0|1)(0*1*),"positive example: [01, 001, 011, 0001, 0011, 00011], negative example: [0, 1, 00, 11, 010, 100, 101]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(bb*aa*)*baaa*bb*,"positive example: [bbbaabaaaabb, baaabaaaabb, bbaabaaaabb, baaaabaaaabb], negative example: [bbaaabaaab, bbaaabaaaab, bbaaabaaa, baaaabaaaab]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001], negative example: [0, 11, 110, 101, 011, 000, 1010, 1100]"
An even number of 1's,(0|10*1)*,(10*10*)*,"positive example: [1010, 101010, 10010010, 1001010010], negative example: [1, 10, 100, 101, 1001, 10010]"
Length 1 or More,(0|1)(0|1)*,(0|1)0*1*,"positive example: [01, 001, 011, 0001, 0011, 0111, 00001, 00011, 00111, 01111], negative example: [0, 1, 10, 100, 110, 101, 111, 0000, 1111, 0100]"
even number of 1's,(0*10*10*)*|0*,0*(10*1)*0*,"positive example: [""0"", ""010"", ""01010"", ""000"", ""010100""],  
negative example: [""1"", ""01"", ""101"", ""0101"", ""0101010""]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b(a?))?,"positive example: [aba, ba, aab, b, aaba, aaab, abab], negative example: [ac, bb, abba, a, bbb, aac, abc]"
even number of 1's,(0*10*10*)*|0*,(11)*,"positive example: [11, 1111, 111111], negative example: [1, 111, 11111]"
An even number of 1's,(0|10*1)*,((0*)(1)(0*)(1)(0*))*,"positive example: [""11"", ""0101"", ""001100"", ""000111000"", ""101010""],  
negative example: [""0"", ""1"", ""00"", ""01"", ""10"", ""000"", ""001"", ""100"", ""0000"", ""0001""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(00*1*00*)*|(11*0*11*)*,"positive example: [""001100"", ""110011"", ""000111000"", ""111000111"", ""001001001"", ""110110110""],  
negative example: [""0101"", ""1010"", ""001011"", ""110100"", ""000010"", ""111101""]"
first and third,a(a|b)a(a|b)*,a(a|b)a(a+b)*,"positive example: [aaaa, abaa, aaaaab, abaaaab, aabab], negative example: [aa, aba, aab, baa, aabba]"
Every b followed by two or more a's,(a|baa)*,"((b)(a{2,})a*)|(a*(b)(a{2,})a*)|(a*)","positive example: [""baaa"", ""baa"", ""aaabaa"", ""aaa"", ""b"", """"], negative example: [""ab"", ""aba"", ""aab"", ""bb"", ""ba""]"
non isolated 'a',(b|(a*aa))*,(b*aa+|aa+b*),"positive example: [aa, baa, aab, bbaa, aaab], negative example: [a, b, ab, bab, bba]"
non isolated 'b',(a|(b*bb))*,(a|(bbb))*,"positive example: [a, bbb, aaa, bbbbbb, abbba, bbbaabbb], negative example: [bb, abab, bbbaab, aabba, baba, ababab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)+(10)+,"positive example: [0110, 011010, 01011010], negative example: [01, 10, 011, 100, 0101, 1010]"
even number of 1's,(0*10*10*)*|0*,0*(10*1)*,"positive example: [""0"", ""1"", ""11"", ""0101"", ""001001"", ""00010101"", ""0000""],  
negative example: [""01"", ""10"", ""010"", ""1010"", ""00100"", ""000100"", ""1001""]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*)|(0*10*(10*1)*0*),"positive example: [""0"", ""1"", ""010"", ""101"", ""00100"", ""01010"", ""1001"", ""10101"", ""0001000"", ""0101010""], negative example: [""00"", ""11"", ""0110"", ""10001"", ""111"", ""000"", ""0100"", ""1010"", ""001100"", ""11011""]"
