Regex,Attempt Regex,ChatGPT Output
001|1010|110,1*0*011*,"positive example:[11000111, 01], negative example:[01001]"
(a|baa)*,"(a*|b*)a{2,}","positive example:[bbaa, baaa], negative example:[a]"
(a|baa)*,(a)*(bbb)*((a)*(bbb)*)*,"positive example:[, bbbabbba], negative example:[aab, bbbaab, abab]"
(a*ba*b)*a*ba*,(b|(ab|ba)+)b,"positive example:[bb, bab, abbab],negative example:[ab,b]"
(a|(b*bb))*,(bb*)+(bbb)*,"positive example: [b, bb, bbb, bbbb, bbbbb, bbbbbb, bbbbbbb], negative example: [a, aa, ab, ba, baba, bbbab, bbbba]"
0*10*(10*10*)*,((11)*1|0*),"positive example: [00, , 11111, 1], negative example: [10, 011, 101, 110]"
0*10*(10*10*)*,1|1*,"positive example:[11, ],negative example:[0]"
(a|(b*bb))*,(b)*(a|b)(b)*,"positive example:[bbabb, b], negative example:[aa, aab]"
(a*ba*b)*a*ba*,b|(a|b)(bb|a*|ba*b)*a*,"positive example: [babab, aabab], negative example: [ab]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)(a|ba(a|b))*(b|ba)?,"positive example:[babaaba, a, ababab, aa],negative example:[abb]"
b*a*,a+(b)*(a)*,"positive example:[aabbaa, a], negative example:[,ababa]"
(a|b)*baa(a|b)*b,[ab]*(baa)b*,"positive example:[baa, babaa, abbaabb], negative example:[a, b, abab]"
b*a*,a*b*a+,"positive example:[aabbaa, a],negative example:[,baba]"
b*a*,(a*|(b*aa*)*),"positive example:[ba, aba], negative example:[b]"
(0*10*10*)*|0*,0?(0*|1)01*,"positive example:[0, 1011, 0000],negative example:[00101]"
(ab|ba)*,((ab)*(ba)*)|abb*ba,"positive example:[, abbbba, ababbaba], negative example:[a, baabba]"
0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*),"positive example:["""", ""1"", ""11"", ""111"", ""1111"", ""11111""], negative example:[""0"", ""01"", ""10"", ""011"", ""101"", ""110""]"
b*a*,a*b*,"positive example:[, a, aa, aab, b, bb, aabb],negative example:[abab, aba, bab, ba, ab]"
0(0|1)*0,(01*0*1*0)*,"positive example:[000100, , 000],negative example:[00100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(0|1)*0)(1(0|1)*1))?,"positive example:[, 01001101], negative example:[0101]"
(a|(b*bb))*,a((ab)|(ba))*,"positive example:[aabba, a],negative example:[aa]"
(a*ba*b)*a*ba*,a|b(a*|ab*ab*),"positive example:[baba, baab, baaa, b, a, babbabb], negative example:[bb, aa, abba, babab, bba, abab]"
(a*ba*b)*a*ba*,(b(a)*(bb)*)*,"positive example: ["""", ""bab""], negative example: [""bba"", ""abba""]"
0*10*(10*10*)*,(1(11))*,"positive example:["""", ""111"", ""111111""], negative example:[""1"", ""11"", ""1111""]"
(ab|ba)*,(ab|ba)(ab|ba)*(aa|ab|bb|ba)*,"positive example:[abaaabba, ab, baaabb],negative example:[,aba]"
(a|(b*bb))*,a*|(ab)*|(ba)*,"positive example:[baba, aa, abab], negative example:[b]"
(a|(b*bb))*,(b+a)*,"positive example:[baba, ], negative example:[a, baaab, ababba]"
(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+0*)|0*(1+0+0*)*,"positive example: [0, 10, 011, 11001, 101, 001010], negative example: [1, 0101]"
(a|baa)*,abaa*,"positive example:[abaaa, aba], negative example:[ab, aa, abba]"
(a*ba*b)*a*ba*,a*(b|(b((a*b{2})+a*))+)a*,"positive example:[bbbbb, aababb, abaa], negative example:[a]"
(a|(b*bb))*,a*b*(b+ab+ba+b*)*b*a*,"positive example:[baa, babbababba, aababbaababbba], negative example:[babbababa]"
(0*10*10*)*|0*,(01)*(10)*,"positive example: [0101, 1010, 01, 10, 0110, """"], negative example: [0, 1, 011, 100, 0100, 1011]"
(a*ba*b)*a*ba*,"a*(b|bb{2,})*a*","positive example:[, aabbaa, a, aa, b, bbb, abbba, aabbbaa], negative example:[baba, abab, bbaaab, aababaa]"
(0|1)(0|1)*,0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*,"positive example:[, 0010100110010011001101010010, 110011010110101001100110110011], negative example:[10101010101010101010]"
0*10*(10*10*)*,1+(11)*,"positive example: [1, 111, 11111, 1111111], negative example: [11, 1111, 111111, 0, 01]"
(0*10*10*)*|0*,(0+1)*11,"positive example:[11, 0111, 010111], negative example:[0, 1, 0101]"
0*10*(10*10*)*,[0-1]([0-1])?([0-1])?,"positive example:[110, 001],negative example:[,0000]"
(a|baa)*,a*|baa*,"positive example:[ba, , aa, baaa],negative example:[b]"
(a|(b*bb))*,(b?)*b(a|b)*|(a|b)*b(b?)*,"positive example:[baaba, abab], negative example:[a]"
(a*ba*b)*a*ba*,(b*(bb)*a*(bb)*)ba*,"positive example:[bb, aabbbbbaa], negative example:[abbabbb]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*(10)*,"positive example:[0101, 1010, 01, 10, 0110, """"], negative example:[0, 1, 0011, 1100, 010, 101]"
(0|1)(0|1)*,(01)|(01)*,"positive example:[, 0101],negative example:[0]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)(a(a|b)a*ba)*)?,"positive example:[ab, bbabba],negative example:[abab]"
(a*ba*b)*a*ba*,(a*ba*)+(a*ba*ba*),"positive example:[bbbaa, abbaab],negative example:[bb]"
0*10*(10*10*)*,(((1*)?)|((11*)?))|((111*)?),"positive example:["""", ""1"", ""11"", ""111"", ""1111""], negative example:[""0"", ""01"", ""10"", ""011"", ""101""]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1+0+)*|(1+0+1*0+1+)*|1*|0*,"positive example: [11, 00, 10010110011, 01001100, 010, 1001, 1], negative example: [1010101]"
(a|baa)*,"(a*ab{2,})*","positive example:[, abb, abbabb, aabbaaabb], negative example:[ab, aabb, b, aaab]"
(a|b)(a|b)+aaa+,(a|ba|b)a*aaa,"positive example:[baaa, aaaaaa], negative example:[aa, baa, abaaa]"
(a*ba*b)*a*ba*,(a)*(ba)*((ba)*(ba)*)*,"positive example: ["""", ""aa"", ""ba"", ""baba"", ""aaba"", ""aababa""], negative example: [""b"", ""ab"", ""aba"", ""aab"", ""baa""]"
(a*ba*b)*a*ba*,(a*(b)((a)*bb)*(a)*)|(a*),"positive example: [bbbbb, aababbaa, b, , aa], negative example: [abab, aabba, bbaa, aabab, bab]"
(a|b)(a|b)+aaa+,(a*b*)a{3},"positive example:[aaa, aabbaaa, aaaa],negative example:[aa,baaaa]"
0*10*(10*10*)*,0*1*,"positive example:[0, 0011, 1], negative example:[10, 0110, 01]"
a(a|b)a(a|b)*,a(a+b)a(a|b)*,"positive example:[aaba, aaabaab],negative example:[aab,aba]"
0*10*(10*10*)*,1+(11*),"positive example:[11], negative example:[1]"
(a*ba*b)*a*ba*,((aa)|(ab)|(ba)|(bb))*b,"positive example:[b, aaabbabbb], negative example:[ab]"
(a|(b*bb))*,a*b*(ab+ba)*b*a*,"positive example:[abbaabbbabbaa, , aabbabbab],negative example:[abbababbaba]"
(a|b)*baa(a|b)*b,(b|a)*baa*(b|a)b,"positive example:[babaaaab, baab, abaab, abbabb],negative example:[ab]"
(a*ba*b)*a*ba*,(((a*)*b)*b)*((a*)+b),"positive example:[abbb, b],negative example:[abb]"
(a*ba*b)*a*ba*,b(a|b)*,"positive example:[bab, b], negative example:[a, aa, ab]"
(a|baa)*,"[ab]*b?a{2,}","positive example:[aa, abbaa],negative example:[a]"
(a|b)(a|b)+aaa+,ab|ab*aaa,"positive example:[abaaa, ab, aaaa, abbaaa],negative example:[a]"
(a*ba*b)*a*ba*,(a|bb)*b+a*,"positive example:[abbabaa, b],negative example:[,bab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(0+1*0+|1+0*1+)*0*,"positive example:[, 010101], negative example:[10101010]"
(a|b)(a|b)+aaa+,aaa+,"positive example:[aaa, aaaa],negative example:[aa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0|1)*0)|(1(0|1)*0),"positive example:[00, 10, 0100, 1100, 0010, 1010],negative example:[0]"
b*a*,aa*b*a*,"positive example:[abb, aaabaa, a], negative example:[ababa]"
(a*ba*b)*a*ba*,(a*(bb(a*))*b)*,"positive example:["""", ""bb"", ""ab""], negative example:[""a"", ""b"", ""ba""]"
(a|baa)*,a*(b*aa)*a*,"positive example:[, abaabaaa], negative example:[baaabaaa]"
(a|b)(a|b)+aaa+,"a|ba{3,}","positive example:[baaaa, baaa, a],negative example:[b,baa]"
(a|(b*bb))*,b*a*ba*b*,"positive example:[baa, bbaabaab, abbb],negative example:[babbab]"
(0(0*|1+0)*)|(1(1*|0+1)*),(101)*|(010)*,"positive example:[101, 010, 101101, 010010],negative example:[0, 1, 00, 11, 0110, 1001]"
(a*ba*b)*a*ba*,(a*ba*b*b)*,"positive example:[, bbbab, abab], negative example:[b]"
(0(0*|1+0)*)|(1(1*|0+1)*),0*|00*|11*|11*00*11*|00*11*00*,"positive example:[111, 101, 000111000, 111000111, , 11, 010, 1], negative example:[01010,10101]"
(a|b)(a|b)+aaa+,(aa|bb)*aaa+,"positive example:[aabbaaa, aaaa], negative example:[baaa,aa]"
(ab|ba)*,(aa|bb|ab)*,"positive example:[, aaabbb, aa, bb, ab, aabb, abab, bbaa],negative example:[a, b, aba, bab, aaa, bbb, aab, bba]"
0*10*(10*10*)*,1(1?)*|0*,"positive example:[00, 0, , 11, 111], negative example:[01, 10, 011, 110]"
0*10*(10*10*)*,1*|((0|1)1(0|1))*,"positive example:[11, 010011],negative example:[01,0]"
001|1010|110,001|110|10101,"positive example:[10101, 110, 001],negative example:[0]"
(a|baa)*,a*(b*aa)*a,"positive example:[aa, a, abaaaaa],negative example:[ab, baa, abbaa]"
(a|b)*baa(a|b)*b,(a|b)+b*aa+b+,"positive example:[baab, ababaabb], negative example:[aaa, aab]"
(b|(a*aa))*,(b*|a+ab*|aa+b*)(b*|aa*b*|a+ab*)(b*|aa+b*|a+ab*),"positive example:[bba, , abbaa],negative example:[aba]"
((a|b)a*ba)*(((a|b)a*b)?),(a|b)?a*b(a|b),"positive example:[abb, ba, baaba],negative example:[ababa]"
0*10*(10*10*)*,0*(1(11)*0)*,"positive example:[00, 0, 1010], negative example:[1, 110, 1110]"
(0|1)(0|1)*,(0|1)|(0*|1*),"positive example: [11, 00, 0, 1, """", 000, 111], negative example: [01, 10, 011, 101]"
(a|baa)*,((a*)|(ba(a)*)),"positive example:[ba, , baa, aa, baaa, a],negative example:[b]"
(0*10*10*)*|0*,0*1*0*1*1*0,"positive example:[0, 1100, 001000],negative example:[10100]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|(01|10)*,"positive example:[0, , 1001, 0110, 1], negative example:[00, 11, 010, 101, 0011]"
0*10*(10*10*)*,(0*1|10*|0*111+|111+0*|0*10*),"positive example:[0111, 1110, 111100, 00100, 001111],negative example:[,11,0]"
0*10*(10*10*)*,(1(11)*|0*)(1(11)*|0*)(1(11)*|0*),"positive example:["""", ""0111110"", ""1100"", ""0011"", ""111110011111""], negative example:[""1"", ""01"", ""101"", ""1110"", ""01101""]"
0*10*(10*10*)*,1|(0|1)*1(0|1)1*0*,"positive example:[10, 101, 01001000, 1],negative example:[0, 1001]"
(a|baa)*,"ab*b?a{2,}","positive example:[aaaa, abbbaa],negative example:[aa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(1*0*)*0)|(1(1*0*)*1))*,"positive example:[, 1100, 0011],negative example:[0101]"
b*a*,a+b*a*,"positive example:[aab, abbaa, a], negative example:[b, bba, abab]"
0*10*(10*10*)*,0*1+0*,"positive example:[010, 001100, 1],negative example:[101]"
(ab|ba)*,(ab+ba)*(aa+bb)*,"positive example:[, abbaabbbaaabbaabb], negative example:[aabbabbaaabb]"
(a|b)(a|b)+aaa+,(a*b*)a{3}a*,"positive example:[aaa, aabbaaaa, baaaaa],negative example:[babaaa,aa]"
(a|baa)*,"b*a{2,}","positive example:[baa, aa, bbaaa],negative example:[a]"
(a|(b*bb))*,(a+b)*(bb+bbb)*(a+b)*,"positive example:["""", ""ababbbbbbbabab""], negative example:[""bbbbbabbbbbbab""]"
0*10*(10*10*)*,1+0,"positive example:[10, 110], negative example:[0]"
0*10*(10*10*)*,1*[11]*,"positive example:["""", ""1"", ""11"", ""111"", ""1111""], negative example:[""0"", ""01"", ""10"", ""011"", ""110""]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(10|01)*(10|01)*,"positive example:[""10"", ""01"", ""1001"", ""0110"", ""1010"", ""0101"", """"], negative example:[""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""001"", ""110""]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0+)|(1+0+1+))*,"positive example:[, 010010011],negative example:[01010101]"
(a|baa)*,[a-b]*[b]+a{2},"positive example:[baa, babaa],negative example:[baaa, ba]"
(a|(b*bb))*,a*bb*a*bb*,"positive example:[bb, aabbbaabbb],negative example:[babab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1+0+)*(1*0+1+)*,"positive example:[10, 0100, 0101, 1010], negative example:[11, 00, 011, 1001]"
(0*10*10*)*|0*,(01*01*)*,"positive example:[, 010, 0000],negative example:[0]"
(a|(b*bb))*,(ab*b)|(a*),"positive example:[, aa, abbb, ab], negative example:[b]"
(b|(a*aa))*,(b*(aa?))*,"positive example:["""", ""a"", ""aa"", ""ba"", ""baa"", ""bbaa"", ""aaa"", ""bbbaaa""], negative example:[""b"", ""bb"", ""bbb"", ""ab"", ""aab"", ""bab"", ""bba""]"
(a*ba*b)*a*ba*,(b)((a|b)(a|b))*,"positive example:[baabb, b], negative example:[a, ab, aa, bb, baa]"
(0*10*10*)*|0*,0*0?|111*,"positive example:[11, , 000, 111, 1111], negative example:[1]"
a(a|b)a(a|b)*,(aaa|aba)*,"positive example:[, abaaaa, aaaaba],negative example:[a]"
(a|(b*bb))*,a*b*a*b*,"positive example:[, bba, aabaabb], negative example:[baba]"
(a|b)*(bab)(a|b)*,(ab)*,"positive example:[, ab, abab], negative example:[a, b, aba]"
(a|(b*bb))*,(a+b*bb*)*,"positive example:[, abab], negative example:[a]"
0*10*(10*10*)*,(((1+)+)|0)|0*,"positive example: [00, , 1], negative example: [01, 10, 1110]"
(a|baa)*,a*b(aa)*,"positive example:[baaaa, aab], negative example:[abaa, baaaab]"
a(a|b)a(a|b)*,(a(a+b)a),"positive example:[aaba, aaaba],negative example:[aba]"
(a*ba*b)*a*ba*,a*(b(bb)*)*a*b(bb)*a*,"positive example:[aabaabbbbb, bbabaa, b],negative example:[babab]"
(0*10*10*)*|0*,0*1(0*|1)1,"positive example:[11, 01001, 00111], negative example:[0, 1, 010]"
(a|(b*bb))*,(a*b)*,"positive example:[, aab, aaab, b, ab, aabab], negative example:[ba, aa, a, aba, bba]"
0*10*(10*10*)*,0*1*0*10*1*,"positive example:[100, 00110010011, 1],negative example:[101101]"
(a*ba*b)*a*ba*,(a|b)*b,"positive example:[abb, b], negative example:[a, aa, ab]"
(a*ba*b)*a*ba*,((b)(a))*,"positive example: [baba, ba, bababa, ], negative example: [b, a, bb, aa, ab, baa]"
(a|(b*bb))*,a*(b+)*a*,"positive example:[, a, b, aa, bb, aab, bba, aabaa], negative example:[baba, abab, baab, abba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(10|01)*(10|01)*,"positive example:[11, ], negative example:[0]"
(a|baa)*,"(a|b)*b*a{2,}","positive example:[aa, ababaa],negative example:[a]"
(a*ba*b)*a*ba*,((b)(a))+,"positive example:[baba, ba], negative example:[b, a, bb, aa, ab, bab, baa]"
(a*ba*b)*a*ba*,a*|b(bb*|a*)*,"positive example:["""", ""aa"", ""bab""], negative example:[""baa"", ""ab"", ""bba""]"
(a|(b*bb))*,(ab|ba|b)*,"positive example:[, abbba], negative example:[a]"
(a|b)*baa(a|b)*b,(a*b*(baa+)+a*b*)*b+,"positive example:[bb, baababaab], negative example:[, babaab, baababb]"
0*10*(10*10*)*,(0*1|10*|0*111+),"positive example:[10, 0111, 111, 100, 001, 001111, 01],negative example:[0,11]"
(a|b)(a|b)+aaa+,a*(b*aaaa*)*,"positive example:[, aabaaaabaaa, a], negative example:[ab, baaaab, aabaaab]"
(a*ba*b)*a*ba*,(a|bb|b)*b,"positive example:[abb, b, bb, ab, bbb, aab], negative example:[a, aa, bba, aba, baba]"
(ab|ba)*,ab*,"positive example:[abb, a, ab, abbb], negative example:[b, bb, ba, bbb]"
(a|(b*bb))*,a*(b+a)*(bb)*(b+a)*,"positive example: [bbbb, babb, aabababb, a], negative example: [abba, baba, aaabaa, ababab]"
0*(10*1)*0*,(0*10*10*)*,"positive example:[, 1111, 0110],negative example:[111]"
(a*ba*b)*a*ba*,bb*b+,"positive example:[bb, bbb, bbbb, bbbbb], negative example:[b, ba, ab, a, bba, bab]"
(0*10*10*)*|0*,(0*|(01)*)*,"positive example:[001], negative example:[1]"
(a*ba*b)*a*ba*,a*ba*|a*bbb*a,"positive example:[bbbba, aabba, aabaa, b],negative example:[a]"
0*10*(10*10*)*,0*1|1*,"positive example:[11, , 001, 01],negative example:[0]"
(a*ba*b)*a*ba*,b*(a*|bb*),"positive example:["""", ""bbaa"", ""a"", ""aa"", ""b"", ""bb"", ""ba"", ""bba""], negative example:[""ab"", ""aba"", ""bab"", ""baab"", ""abaa""]"
(0*10*10*)*|0*,(0*10*1)*(01)*,"positive example:[, 011, 1111], negative example:[111]"
(a|b)(a|b)+aaa+,ab*aaa,"positive example:[aaaa, abbaaa], negative example:[aba, ababaa]"
0*10*(10*10*)*,(11)*0*(11)*0*1*0*(11)*,"positive example:[, 11110011110011001111, 1],negative example:[011011011011]"
(0*10*10*)*|0*,(1)+(01)+,"positive example:[10101, 101],negative example:[1, 01]"
(a*ba*b)*a*ba*,a*b((ba|a)*b)a*,"positive example:[aabb, abbaab, baabaa],negative example:[bbb]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aaa*,"positive example: [bbaaa, aaaa, aaaaaa], negative example: [aa, bba, abba, baba]"
(a|(b*bb))*,a*|(a*b*),"positive example:[bb, aab], negative example:[bab]"
(a|b)(a|b)+aaa+,"a|b{2,}a{3,}","positive example:[bbaaa, bbbaaaa, a],negative example:[b,bbaa,baaa]"
001|1010|110,((001)|(10101)|(110)),"positive example:[10101, 110, 001],negative example:[0]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*|(0+1*0+)*)*|0|1,"positive example:[0, 0011, 1],negative example:[01010101]"
(a*ba*b)*a*ba*,(a*|b+)bb*|a*,"positive example: [, aa, aabb, abbb, b], negative example: [ab, ba, bb, aab, bba]"
(a|baa)*,(a*b*(aa)a*)*,"positive example:[, baabaa],negative example:[babaa]"
(a|baa)*,a*(b(aa)*)a*,"positive example:[aab, aba, b], negative example:[aa, ab, bb]"
0*10*(10*10*)*,(0)*(111)*(0)*,"positive example:[, 0011111100],negative example:[11101110]"
(a*ba*b)*a*ba*,aa(b*|ba),"positive example:[aa, aabb, aaba],negative example:[aaa]"
(a|(b*bb))*,(b?)*b*(b?)*,"positive example: ["""", ""b"", ""bb"", ""bbb"", ""b"", ""bb"", ""b"", ""bb"", ""b"", ""bb"", ""b"", ""bb"", ""b"", ""bb"", ""b"", ""bb"", ""b"", ""bb"", ""b"", ""bb""], negative example: [""a"", ""ab"", ""ba"", ""aab"", ""bba"", ""aba"", ""bab"", ""aabb"", ""bbaa"", ""abab""]"
(a|b)(a|b)+aaa+,a*(baaaa*)*,"positive example:[aa, baaabaaa, a, baaa, baaaaa, abaaa], negative example:[b, aba, aab, baaabaaab, bb]"
(a|(b*bb))*,b*b|bb*,"positive example:[""b"", ""bb"", ""bbb"", ""bbbb""], negative example:["""", ""0"", ""a"", ""ba""]"
(ab|ba)*,(ab+ba?)*,"positive example:[, abb, abbabbb], negative example:[ab]"
(a|(b*bb))*,((a|b)*(ab|b)b)*,"positive example:["""", ""abbb""], negative example:[""a"", ""bb""]"
0*10*(10*10*)*,0*(11)*0*10*|0*,"positive example:[00, , 001111001, 100], negative example:[1101101]"
(0*10*10*)*|0*,(00*10*1)*(01)*,"positive example:[, 011011, 00101],negative example:[0101001]"
(a|baa)*,a*|[b]*[a]{2},"positive example:[, baa, aaa, bbaa],negative example:[b,baaa,ba]"
(0(0*|1+0)*)|(1(1*|0+1)*),(0+1+0+)*|(1+(01)*0+1+)*|1*|0*,"positive example:[11, 00, 0, 01001100, 1011011, 010, 101],negative example:[100101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1(0|1)*1|0(0|1)*1,"positive example:[11, 0, 0101, 1011, 001, 01],negative example:[1]"
0*10*(10*10*)*,(0*1)*,"positive example: [""11"", """", ""01"", ""001"", ""0001"", ""0101"", ""0000001"", ""001001""], negative example: [""0"", ""00"", ""000"", ""10"", ""100"", ""1010"", ""1100"", ""0110""]"
(ab|ba)*,(ab+ba)*(ab+ba)*(aa+bb+ab+ba)*,"positive example:[aabbabbaaabbabba, , aabbabba],negative example:[ababba,aabbabbaabbaaabbabba]"
(a|(b*bb))*,((ab)|(ba))*,"positive example:[, abba], negative example:[a]"
(ab|ba)*,(ab?)*,"positive example:[, a, aa, ab, aab, aba, abab], negative example:[b, bb, ba, abb, baa, bab, baba]"
(a|(b*bb))*,(a*(bb*)*a*),"positive example:[, aabaa], negative example:[baba]"
(a|(b*bb))*,(a)*b*(bb)*b*(a)*,"positive example:[, aabaa],negative example:[baba]"
(a|(b*bb))*,(ab+b)*(ba+a)*,"positive example:[abbb, abbabbbaa, baabaa], negative example:[a, b, ababba]"
(a|baa)*,a*|b*aa+,"positive example:[baa, , bbaaa, a],negative example:[b,ba]"
(a|b)*(bab)(a|b)*,(a|b|bab),"positive example:[bab, b, a],negative example:[ab, ba, bb, aa, baba]"
(a|baa)*,(b|aa)a*,"positive example:[aaaa, b], negative example:[a]"
0*10*(10*10*)*,(0*1|(11)*|(101)*|111),"positive example:[101101, 111, 001, 1111, 01, 1],negative example:[0]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*(0+1*0+)*)*,"positive example:[010101],negative example:[10101]"
(a|baa)*,"a*b*aa{2,}","positive example:[aaa, bbaaaa, aabaaa],negative example:[babaaa,aa]"
(a|b)(a|b)+aaa+,a|a*(baaa)a*,"positive example:[baaa, aabaaa, a, abaaaaa], negative example:[b]"
(a|baa)*,(a|b)(a)(a)*,"positive example:[baa, aa, aaaa], negative example:[ab, b, aab]"
(a|baa)*,"a|b(ba{2,})*","positive example:[bbaa, b, bbaabaa, a], negative example:[bb, baa, abaa, ba]"
b*a*,(aa*|a*b*),"positive example:[, bb, aab], negative example:[bab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*11*00*)*)|((1*00*11*)*),"positive example:[0100, 0101, 110, 101, 1010],negative example:[0]"
b*a*,(b|a)*a,"positive example: [baa, aaa, a], negative example: [b, bb, bbb]"
(a*ba*b)*a*ba*,a*(b+)(bb)*,"positive example:[aab, b], negative example:[,bab]"
(a|b)*(bab)(a|b)*,(a|bab)*(b|aba)*,"positive example:[, ababaabbaba], negative example:[baab]"
(a|baa)*,b*(aa)*,"positive example:[bb, aaaa, bbaa, aa, bbbbaa], negative example:[ab, aab, baba, a, baaab]"
a(a|b)a(a|b)*,a(a|b)(a|b)a(a|b)*,"positive example:[aabaab, aaaa], negative example:[ab, aab, aabba]"
0*10*(10*10*)*,(1+(11)*)+0*,"positive example:[100, 1], negative example:[1010]"
(a|b)(a|b)+aaa+,ba*aaa+,"positive example:[baaa, baaaa, baaaaa], negative example:[baa, baaaab, bbaaa]"
(a*ba*b)*a*ba*,(b)*a*(b|bb*)a*(b)*,"positive example:[bbaabbbaabb, b],negative example:[a,ababab]"
(0*10*10*)*|0*,0*1+1+,"positive example:[11, 011, 0011],negative example:[1,1011]"
(a|(b*bb))*,(a*b+)*,"positive example:[, bab, ab], negative example:[a, bba, aba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),0+1+,"positive example:[0011, 01], negative example:[1,0]"
(0*10*10*)*|0*,(10*)*(10*)*,"positive example: ["""", ""1"", ""10"", ""100"", ""1010"", ""110"", ""10100"", ""101010""], negative example: [""0"", ""01"", ""011"", ""010"", ""001"", ""000"", ""1101"", ""10101""]"
(a|(b*bb))*,(a+b)*(b)(a+b)*b,"positive example:[ababbababb, bb, abbabb], negative example:[a, aa, abaa]"
(0*10*10*)*|0*,(0*1(0*10*110*)+)|0*|(0*1(0*10*110*)+)?,"positive example:[0, 00], negative example:[1, 11111111]"
(a|(b*bb))*,(a)*(bb)*b*(a)*,"positive example: [, aabaa, b], negative example: [abab, aabba, bbaa]"
(a|baa)*,((b)*(a)+(a)+)*,"positive example:[, aabaa],negative example:[abaa]"
(0*10*10*)*|0*,0*1(0|11*)*,"positive example:[00101, 1], negative example:[000, 0110]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*01+0)|(1*10+1))*,"positive example:[, 1010110, 010101], negative example:[10101]"
0(0|1)*0,0*1+0*,"positive example:[010, 001100, 1],negative example:[101]"
(0|1)(0|1)|(0|1)(0|1)(0|1),0|1*,"positive example:[0, 11, , 1], negative example:[01, 10, 0001, 101]"
0*10*(10*10*)*,(0)*(1)*(0)*,"positive example:[, 001100],negative example:[1010]"
(a|baa)*,a*ba*,"positive example:[aabaa, b], negative example:[aa, abab]"
(ab|ba)*,(ab(ab)*|ba(ab)*)((a|b)(a|b))*,"positive example:[abaaba, ab, baaaab], negative example:[a,]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*0*(0+1+)*,"positive example:[00, 110101, 1], negative example:[011, 1002, 01a]"
(a|baa)*,(b*(aa+))*,"positive example:[baa, , aaabaa], negative example:[b, a, ab]"
(a|(b*bb))*,(a|b)*bba(a|b)*,"positive example:[bba, abbbaab], negative example:[ab]"
(a|(b*bb))*,a*|(a+b*)*,"positive example: [a, aa, aaa, ab, aab, aba, abb, b, bb, bbb, """"], negative example: [ba, baa, bab, bba]"
(b|(a*aa))*,(b*|ab+)*aa(a+b)*|b*,"positive example:[babaaab, aaabab, , bb, aa],negative example:[a]"
(a|b)*baa(a|b)*b,a*b*(baa)+a*b*,"positive example:[baaaabb, aabbbaabaa],negative example:[,baabbaab]"
(a|b)(a|b)+aaa+,a|b(a|b)*(aaa)*,"positive example: [bab, b, a], negative example: [aa, abba, bbb]"
0*10*(10*10*)*,0*1*(11)*0*,"positive example:[, 00100, 1], negative example:[10110]"
(0*10*10*)*|0*,0*0*|10*,"positive example:[, 0, 00, 000, 10, 100, 1], negative example:[11, 01, 101, 0001]"
(b|(a*aa))*,b*aa*b*,"positive example:[bbabb, aaa, baa, aab, bbaa], negative example:[aba, bab, bbaabba, aaabbaa]"
(ab|ba)*,(ab)*(ba)*(aa+bb+ab+ba)*(ba)*(ab)*,"positive example:[ababaaabbabbaaabbbabbba, baabab, babaaabbabbababa],negative example:[aabbabbabaaabbabbaba]"
(a|b)(a|b)+aaa+,a|ba|baaaa*,"positive example:[baaa, a, ba, baaaa, baaaaa],negative example:[b]"
(a|(b*bb))*,(a|b)*b+(a|b)*,"positive example:[aabaa, b], negative example:[aa, aaa]"
(a|baa)*,"(b|a{2,})*","positive example:[baa, , aab], negative example:[a]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*0+|(1*0*)*1+,"positive example:[0101, 1010, 01], negative example:[0011, 1100, 0]"
(a*ba*b)*a*ba*,((a*ba*ba*)*ba*)*,"positive example:[, bb, abababa], negative example:[abb]"
(a|b)*baa(a|b)*b,(a|b)*abb(a|b)*b,"positive example:[ababbabb, abbb],negative example:[b]"
