Attempt Regex,DeepSeek Output
(a)*(bb)*(a)*(bb)*|(a)*(bbb)*(a)*(bbb)*,"positive example:[bbb, bba, bbba, bbbbbbabbbbbbbbb, aabbbbaabbbb, bb, aabbbaabbb],negative example:[bbbbbbabbbbbbabbbbbb, b]"
(ab)*|(ba)*|(a(bb)a)*|(b(aa)b)*,"positive example:[baba, abab, baabbaab, abbaabba],negative example:[a]"
(00*1*|10*1*|01*0*|11*0*),"positive example:[01100, 00011, 10011, 11100],negative example:[1010,10101,0010,0101]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001),"positive example:[1010111, 000111, 00010, 1010010, 100011, 111000, 10011, 111, 010011, 1011011, 0001, 111101, 00100, 011100, 000010, 000100, 1010100, 10101, 110100, 111011, 11010, 10000, 100, 010101, 1001001, 010000, 001011, 01, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 010110, 001000, 101010, 01000, 10, 001101, 101111, 0100, 1011110, 11111, 1000, 110010, 00001, 011001, 1010001, 011010, 000001, 100000, 110001, 111110, 001, 0010, 001110, 01101, 01011, 101100, 1011000, 0111, 1011101, 1110, 11001, 100101, 011111, 1],negative example:[0]"
(bb)*(a|bb)*(bb)*,"positive example:[, abba], negative example:[b]"
(a+b)*bab(a+b)*(babb)*,"positive example:[ababbab, babababbabbbabb],negative example:[bababbabbabbabb]"
0+1*0*1*0*1*0+,"positive example:[00, 00100100110, 0110110100],negative example:[010101010,0]"
(11)*|0(11)*|(11)*0|0*,"positive example:[00, 01111, 11110, 1111],negative example:[1]"
a*ba*(bb)*a*,"positive example:[bbbbb, aabaabbaa, ab],negative example:[bbbabba]"
(ab)(a|b)*aaa,"positive example:[abaaa, ababaaa], negative example:[aba, abbaa]"
ba*(a*ba*b)*a*,"positive example:[bbb, bbbbbaa, b],negative example:[bb]"
(11)*|0*(11)*|(11)*0*|0*|(101)*,"positive example:[101101, 111100, 001111],negative example:[11011,1,0110]"
aba+aaa,"positive example:[abaaaa, abaaaaa],negative example:[abaaa]"
(a|b)*(baa)+(a|b)b,"positive example:[babaaab, baaab, abbaabb],negative example:[ab]"
(0*1)(0+1),"positive example:[0101, 1001, 001001],negative example:[01,11]"
(00)|(01)|(10)|(11)|(100)|(010)|(001)|(110)|(001)|(101)|(111),"positive example:[00, 11, 10, 010, 110, 100, 111, 101, 01],negative example:[0]"
(aa|bb|ab|ba)aaa,"positive example:[bbaaa, aaaaa, abaaa, baaaa],negative example:[aaaa]"
0*10*(10*1)*0*(10*1)*0*,"positive example:[1001001001100, 001111101111, 01],negative example:[101010110110]"
(1(0*1*)*1|0(0*1*)*0)?,"positive example:[000, 101], negative example:[1,0,0011]"
(a|bb|abab|bab)*b(a|bb|abab|bab)*,"positive example:[abbbabaabaabbbab, b], negative example:[bb]"
(a|b)*(baa)(baa)*(a)*(b)(b)*,"positive example:[baaaab, baabbb, abbaaabb], negative example:[b]"
(a*(bbb)*a*)*,"positive example: [bbbabbb, aaa, bbb, aaabbba, abbba, aabbbaa, bbbbbb, a, """"], negative example: [abab, bba, aabba, bab, abbbbaa, bbbaab, aababba]"
(a)*(b)*(baa)(a)*(b)*(b),"positive example:[aabbbaab, abaaab, baaaabbb], negative example:[aab, baa, abbaa]"
(0*(11)*)*|(10*1)*|(0*(11)*)*|(0*10*1)*,"positive example:[010111], negative example:[111,1]"
01*0|1+,"positive example:[11, 00, 010, 0110, 1], negative example:[0]"
(a*(baa)*a*)|a*,"positive example:[baaaa, aabaabaa, a, aa, baa, aaabaa], negative example:[baaabaaa, b, abaaab, baaaab]"
b(ba*ba*)*,"positive example:[bbbbb, b], negative example:[bbba, a]"
(baa)+(a|b)*(baa)*b,"positive example:[baab, baaabb],negative example:[b]"
(a)*(bb)*,"positive example:[, aabbbb], negative example:[bbabb]"
(a*ba*ba*ba*)*|(bbb)+,"positive example: [abbb, , abbbbbbbbb], negative example: [a]"
((a*bb*ba*)+(a)*)*,"positive example:[, abb, aabba, bbaaa, aabbaa], negative example:[b, ab, ba, aab, baba]"
"[a]*|[a]*[b][a]{2,}","positive example: [, aa, baaa, aabaa, abaaa], negative example: [b, ba]"
(abab)*(a|bb)*b(a|bb)*(abab)*,"positive example:[abababababbababbabababab, ba, bbab],negative example:[aababaab, bb]"
(a*bb)*a*,"positive example: [aa, bbbb, aabba, aabbaa, bba], negative example: [ab, bbaaab, aabab, baba, aabbba]"
a(b(aa)+)*,"positive example:[abaabaa, a], negative example:[ab, aa, aba]"
0,"The regular expression you provided is simply `0`, which matches exactly the string ""0"". Here are the positive and negative examples:

positive example: [0],  
negative example: [00, 1, 01, 10, ]"
a*baaa*b+,"positive example:[aabaaab, baabb, baaaab],negative example:[baa,baaabaaab]"
1+0+,"positive example:[10, 100], negative example:[1, 0]"
(a+bb+bbb)*,"positive example: ["""", ""a"", ""bb"", ""bbb"", ""abbb"", ""aabb"", ""bbbbb"", ""abbbbbabbbbbb""], negative example: [""b"", ""ba"", ""ab"", ""bba"", ""bab"", ""bbba"", ""abab"", ""bbabb""]"
0*10*(10*10*),"positive example:[0011001, 10011, 01010100],negative example:[11111,1111]"
((a)*(bb+bbb)*(a)*)*,"positive example:[bbbbb, bbbbbabbbbbb], negative example:[aabaa, bbaaab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111),"positive example:[1010111, 000111, 00010, 1010010, 100011, 111000, 10011, 111, 010011, 0001, 111101, 00100, 011100, 000010, 000100, 110100, 10101, 111011, 11010, 10000, 100, 010101, 010000, 001011, 01, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 010110, 001000, 01000, 101010, 10, 001101, 101111, 0100, 11111, 110010, 1000, 00001, 011001, 011010, 1010001, 000001, 100000, 110001, 001, 111110, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 011111, 1],negative example:[0]"
(a|aa|bb|bba|abb|bab|abab)*(b(a)*|ba|ab|(b(a)*|b(a)*bb)),"positive example:[bbbababaabb, b], negative example:[bba]"
a*(b(aa)+)*a*,"positive example:[, baa, aabaaaabaa],negative example:[baaabaa]"
a*b(a*ba*ba*)*,"positive example:[aabbbbb, b], negative example:[aa, abba]"
((0(0*1+0+)*)|(1(1*0+1+)*)),"positive example:[0, 01010, 10101, 1101, 101, 0010, 1],negative example:[00]"
(bb+a+bbb)*,"positive example:[, bbaabbbbbbabbb, bbabbb], negative example:[a, b, baa, bbbaa, bbabba]"
(ab)*|(ba)*|(a(bb)a)*|(b(aa)b)*|(baabab)*,"positive example:[baba, baababbaabab, abab, baabbaab, abbaabba],negative example:[a]"
(0*(11)*)*,"positive example:[0, 110, 000, 1111, 0011], negative example:[1, 011, 101, 1100, 0101]"
a*(bbb*)*a*(bbb*)*,"positive example:["""", ""aabbbbbaa""], negative example:[""bbabba""]"
(a+a)*,"positive example:[, aa, aaaa, aaa, a], negative example:[ab, aab, b, ba]"
(0*10*1)*,"positive example:[, 0101, 1111],negative example:[1]"
aaa+aba,"positive example:[aaaaba, aaaaaba],negative example:[aaaba]"
aa(aa)*b,"positive example:[aab, aaaaaab],negative example:[ab, aaab, aaaaab, b, aaaa]"
(0*1|1(11)*|10*|1(101)*|0*10*|01(11)*),"positive example: [1101101, 010, 11111, 00100, 011111], negative example: [0]"
(0+1+0+)*|(1+0+1+)*|1*|0*,"positive example: [11, 00, 10011011, 01001100, 010, 101], negative example: [0110, 1001, 001100, 110011, 0101, 1010]"
(a|b)+(b)aaa,"positive example:[abaaa, abbaaa, babaaa],negative example:[baaa]"
((a+b)*)(bab)((a+b)*),"positive example:[ababbab, bababab, abbab],negative example:[aaa, bbb, abab]"
(00*1*00*)*|(11*0*11*)*|1|0,"positive example:[0, 101101, 010010, 101, 1],negative example:[01010,10101]"
aba,"positive example: [""aba""], negative example: [""ab"", ""ba"", ""a"", ""b"", ""aa"", ""bb"", ""abc"", ""abaa""]"
(a|b)(a|b)a*b*aaaa*,"positive example:[bbbaaa, aaaaa, aaaabbaaaa, aabaaaaa],negative example:[aababaaa]"
a*ba*(bb)*,"positive example:[bbbbb, aabaa], negative example:[abab, bbaa]"
(aa|bb)+(a|b)*aaa,"positive example:[bbaaa, aaabaaa], negative example:[aaa]"
(a?)*(bb+bbb)*(a?)*,"positive example:[, bbbbbb, aabbbbbaa],negative example:[bbbbbabbbbb]"
(aba+aaa)(a+b)*,"positive example:[abaaaaabab, abaaaaa], negative example:[abaaa]"
(b*aa+b*)|(b*a+ab*)|b*|(b*aa+b*aa+)|(b*a+ab*aa+)|b*|(b*aa+b*a+a)|(b*a+ab*a+a)|b*,"positive example:[], negative example:[aaba,a,abaaaa,aabaaabaa,aababaa]"
(a*b*)*(baa)b,"positive example: [bbaab, babaab], negative example: [ab, bba, aabaa]"
(ba|ab|aa|bb)+(aaa+a*),"positive example:[bbaaa, baaaabbbaaa, aaaaa, abaaa], negative example:[aaaa]"
((a|b)a*b(a(a|b)b)*(a?))?,"positive example:[bbaab, ababb],negative example:[aaabab]"
ab{2}(ab)*a{3},"positive example:[abbababaaa, abbaaa],negative example:[abbaaaa,abbbaaa,abbaa,abaaa]"
(a?)*(bb+bbb)*(a)*(bb+bbb)*(a?)*,"positive example:[, aabbbbbbaabbbbbbaa], negative example:[bbbbbabbbbbabbbbb]"
0*|(11)+0*|0*(11)+10*1,"positive example:[111100, , 00, 11, 01111, 0011101, 110, 11111001],negative example:[1,011,1101111]"
(0*(11)*0*10*)|(0*)1,"positive example:[10, 00111100100, 111],negative example:[0,1101101]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000),"positive example:[00010, 100110, 100011, 1101, 10011, 10110, 111, 01000, 101010, 10, 101111, 0100, 0001, 1000, 11111, 00100, 00001, 100000, 10101, 10000, 11010, 100, 001, 0010, 01101, 01, 01011, 101001, 101100, 01110, 0111, 010, 1011, 1110, 11100, 11001, 100101, 00111, 1],negative example:[0]"
(a|b)*(baa)+b,"positive example:[baab, abbaab], negative example:[b]"
"(ab|ba|bb|aa)a{3,}","positive example:[bbaaa, aaaaa, abaaa, baaaaa],negative example:[aaaa]"
ba*(ba*b)*,"positive example:[ba, baabab, bbbbb],negative example:[a, baaab, abab]"
(a*)b(b(a*)b(a*))*,"positive example:[bbbbb, aabbba, b], negative example:[aa, ab, aba]"
(a+b)*(bab)(a+b)*,"positive example: [bab, ababbabab, bababab], negative example: [aba, aabba, bbaa]"
(a)*(a+bb)*(bb)*,"positive example: [aa, abbabb, abbabbbbbb], negative example: [aab, bba, abab]"
(0*10*1)*,"positive example:[, 011, 1111],negative example:[111]"
1(0|1)*1|0(0|1)*0,"positive example:[11, 00, 1011, 0010],negative example:[1]"
(a*bba*)*,"positive example:[, bbbb, abba], negative example:[a, bb, abab]"
(a*(bb|bbb?))*,"positive example:[, bbbbb], negative example:[bba]"
((a)(b))*,"positive example:["""", ""ab"", ""abab""], negative example:[""a"", ""b"", ""aba""]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011),"positive example:[1010111, 000111, 1010010, 00010, 100011, 111000, 10011, 111, 010011, 1011011, 0001, 111101, 00100, 011100, 000010, 000100, 1010100, 110100, 10101, 111011, 11010, 10000, 100, 010101, 010000, 001011, 01, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 010110, 001000, 101010, 01000, 10, 001101, 101111, 0100, 1011110, 11111, 110010, 1000, 00001, 011001, 1010001, 011010, 000001, 100000, 110001, 111110, 001, 0010, 001110, 01101, 01011, 101100, 0111, 1011101, 1110, 11001, 100101, 011111, 1], negative example:[0]"
(aa|bb|(ab|ba)(aa|bb)*(ba|ab))*(b|(ab|ba)(bb|aa)*a),"positive example:[abbbaaa, baaabba, aba, aaabaaabbabbbabbb], negative example:[ababa]"
a*(baa)*a*(baa)*a*(baa)*,"positive example:[, a, aa, baa, abaabaa, aabaabaaaabaabaaaabaabaa], negative example:[baaabaaabaaabaa, b, ab, aab, baaa]"
(a|baa),"positive example:[baa, a],negative example:[b]"
0*|(11)+0*|0*(11)+|10*1,"positive example:[00, , 011, 110, 111100, 101, 1001, 001111],negative example:[11011,1]"
(a*(baa)*a*),"positive example:[, baabaaaa, aabaa], negative example:[baaabaa]"
0*(10*1)*0*(10*1)*,"positive example:[, 0010100, 10011101111],negative example:[11011011]"
(aa|ab|bb|ba)(a*|b*)(aaa)(a*),"positive example:[babaaaaa, bbbaaaaa, aabaaaa, abbbaaa],negative example:[aaaa]"
"(ab|ba|bb|aa){2,}a{3,}","positive example:[baaaabaaaa, bbaaaaa, abaababbaaa, aaaaaaa],negative example:[aaaaaa]"
((01)*0)*|(101)*,"positive example:[00, 101101], negative example:[1]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100),"positive example:[000111, 00010, 100011, 111000, 10011, 111, 0001, 111101, 00100, 011100, 000010, 000100, 110100, 10101, 111011, 10000, 11010, 100, 001011, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 001000, 101010, 01000, 10, 001101, 101111, 0100, 110010, 11111, 1000, 00001, 011001, 011010, 000001, 100000, 110001, 111110, 001, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 011111, 1],negative example:[0]"
(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*|10*(11)*),"positive example:[1101101, 1001111, 1111100, 010, 00100, 011111],negative example:[111011,0,,10110]"
b(b{2})*,"positive example:[bbbbb, b], negative example:[bb, bbbb]"
0*(10*10)*,"positive example:[0, 110, 00110110], negative example:[1100110]"
(01+0)*|(10+1)*,"positive example:[010, 1001101, 101, 0100110],negative example:[0]"
(a*(bb+bbb)a*)+(a*),"positive example:[bbbbbb, bbbbb],negative example:[,bb]"
(b+a)*(bab)(b+a)*,"positive example:[bababba, bab, babababbaba],negative example:[bb, aa, bbaa]"
b(abb|bab|bba|a)*|(abb|bab|bba|a)*b|(aba|baa|aab|bbb),"positive example:[bbb, bbaab, ab, aba, bbba, babaab, ba, babbbabbbaa, bbaba, abbbabbbaab],negative example:[a]"
(0*(11)*0*10*)|1011,"positive example:[001111001, 100, 1011],negative example:[0,1101101]"
0*(010|0110)*0*|1*(101|1001)*1*,"positive example:[0, 1011001, 11100111, 0100110, 00011000, 1], negative example:[0100010,1011101]"
"ba{2,}","positive example:[baa, baaa],negative example:[ba]"
a*b(a|abb|bab|bba|bb)*,"positive example:[baa, aab, abaababbb], negative example:[bb]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110),"positive example:[000111, 00010, 100011, 111000, 10011, 111, 0001, 111101, 00100, 000010, 000100, 110100, 10101, 111011, 10000, 11010, 100, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 01000, 101010, 10, 001101, 101111, 0100, 1000, 11111, 110010, 00001, 000001, 100000, 110001, 111110, 001, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 1],negative example:[0]"
bab,"positive example: [""bab""], negative example: [""ba"", ""bb"", ""aba"", ""baba"", ""bbab""]"
a*(b(a*b{2})*)a*,"positive example:[bbb, aabbbbbaa, b], negative example:[aa, ab, bba]"
a((a*bb*ba*)+(a)*)*,"positive example:[abbb, a], negative example:[b, aa, ab]"
a*b*(baa)+b+,"positive example:[bbaab, aabbbaabb, abaabaabb],negative example:[b,baabbaab,baa]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001),"positive example:[00010, 100110, 100011, 1101, 10011, 10110, 111, 101010, 01000, 10, 101111, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 100000, 110001, 10000, 11010, 100, 001, 0010, 01101, 01, 01011, 101001, 101100, 01110, 0111, 010, 1110, 1011, 11001, 11100, 100101, 00111, 1],negative example:[0]"
((ab)|(ba))?,"positive example:[ba, ab],negative example:[abab,a]"
a*ba*(ba*ba*)*a,"positive example:[ba, aabaa, baabbbba],negative example:[ab, b, aaa]"
(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[10, 011, 000, 010, 111, 101, 001, 01], negative example:[0]"
a*(b)a*(bb)*a*,"positive example:[aabaabbbbaa, b], negative example:[bbbabba]"
(1+(01))*|(0+(10)*)*,"positive example:[101101, 0100, 101],negative example:[1]"
a*ba*ba*ba*,"positive example: [bbbaa, baabaab, aabababa], negative example: [aa, bbbb, abab]"
a*|b*|(a+bb+)*|ab|ba|(bb+a+)*|(aa*b*)?,"positive example:[bba, bbaabbba, aaab, ba, bb, abbabbb],negative example:[abab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101),"positive example:[00010, 1101, 10011, 10110, 111, 101010, 01000, 10, 101111, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 11010, 10000, 100, 001, 0010, 01101, 01, 01011, 101100, 101001, 01110, 0111, 010, 1011, 1110, 11001, 11100, 100101, 00111, 1],negative example:[0]"
(0)*(1)(0)*,"positive example:[010, 00100, 1], negative example:[0110, 000, 111]"
(a*)*baa,"positive example: [""baa"", ""abaa"", ""aaaabaa""], negative example: [""a"", ""b"", ""aa"", ""aba""]"
0+(10)*0+,"positive example:[00, 0010100], negative example:[0,0100100]"
a*(ba*(ba*b)*)a*,"positive example:[aabaabbbbaa, b],negative example:[bbbabba]"
1*(01*01*01*0)*1*,"positive example:[, 1100000000, 000011],negative example:[00010100001]"
(a+|b+a*),"positive example:[ba, baa, b, a], negative example:[ab, bb, aaab, aba]"
0(01)*|1(01)*,"positive example:[0, 10101, 00101, 1], negative example:[00, 11, 010, 1010]"
a*(bbb*)*,"positive example:[, aabbb], negative example:[bbabb]"
((0+(1+0+)*)|(1+(0+1+)*)),"positive example:[0, 01010, 10101, 101, 1], negative example:[00, 11, 0101, 1010, 0110]"
10*|01*,"positive example:[0, 10, 011, 100, 01, 1], negative example:[11, 00, 101, 010, 110, 001]"
"(b{1}a{2,})|a+","positive example:[baa, aa, baaa, a],negative example:[b, bbaa, , ba]"
000(0|1)*000,"positive example:[00001000, 000000, 00010000], negative example:[00001, 001000, 000100]"
(aabbabb)*(aabbaa)*(abba)*(bb)*(a)*(bb+b)*(a)*(bb)*(abba)*(aabbaa)*(aabbabb)*,"positive example:[bbbbaabbbbaabbbbabbaabbaaabbaaaabbaa, aabbaaaabba, , aabbabbaabbabbaabbaaaabbaaabbaabbabbbabbabbaaabbaaaabbabbaabbabb], negative example:[aabbaaaabbabbaabbaabbabbabba, bbbabbba]"
a*b(a*ba*b)a*,"positive example:[baabb, aababb, bbaabaa], negative example:[a, bbb, abab]"
a*bbb*a*,"positive example:[bbbb, bbaa, aabbb], negative example:[abab, aaba, baba]"
(a*(bb)*a*)*b(a*(bb)*a*),"positive example:[bbabbbaabbbbaa, b],negative example:[babbabba]"
a*(ab)|(b)a*|(a*ba*ba*)*ba*,"positive example: [bbb, abbba, aaab, bbbbbaa, ab], negative example: [a, ]"
(a?bb|a?|a?bbb),"positive example:[abbb, , bb],negative example:[aabb,b,aa,aabbb]"
(a|b)*baa+b+,"positive example:[abbaab, baaabb],negative example:[baabab,baa]"
a*b*bb+a*,"positive example:[abb, bbaa, aabba],negative example:[b]"
0*10*(10*1)*0*(10*1)*,"positive example:[001001101111, 110011100, 1],negative example:[1110110]"
(11)*|0*(11)*|(11)*0*|0*|(10*1)*|(1010)*|(0101)*,"positive example:[10101010, 10111, 111100, 101, 001111, 01010101], negative example:[11011,1,0110]"
(bb)*a*(b(bb)*)a*(bb)*,"positive example:[ba, bbbbaabbbbbaabbbb, b],negative example:[babba,abbab]"
(bb+bbb)*,"positive example:[, bbbbbb, bbbbb], negative example:[b, bb, bbbb]"
1+|0+,"positive example:[11, 00, 0, 1],negative example:[01, 10, 101, 010]"
(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[10, 000, 011, 010, 100, 111, 101, 001, 01],negative example:[0]"
0*(010)*0*,"positive example:[, 0001001000], negative example:[01000100]"
00*|01*|10*|11*,"positive example: [00, 11, 10, 000, 011, 100, 111, 01], negative example: [0, 1, 001, 110, 101, 010, 0001, 1110]"
((a*)|(baa(a)*)),"positive example:[baa, , baaaa, aa, baaa],negative example:[b]"
